cus_ID,cus_first_name,cus_last_name,cus_gender,cus_phone,cus_DOB,cus_email,cus_loyalty_tier,cus_address_line,cus_city,cus_state,cus_postcode,cus_reg_date
32510,Syafiq,bin Razak,Male,019-4177754,1964-01-04,syafiq32510@gmail.com,Gold,"No. 273, Jalan A20",Subang Jaya,Selangor,47630,2025-01-01
32511,Nurin,binti Osman,Female,010-3758806,1985-11-09,nurin32511@gmail.com,Gold,"No. 51, Jalan A13",Bukit Jalil,Wilayah Persekutuan,57000,2025-01-01
32512,Wan Ying,Foo,Female,013-3650714,1974-12-27,wan32512@gmail.com,Bronze,"No. 232, Jalan D8",Bukit Jalil,Wilayah Persekutuan,57000,2025-01-01
32513,Wei Hong,Teoh,Male,019-2846988,1984-11-23,wei32513@gmail.com,Bronze,"No. 126, Jalan B15",Kuala Lumpur,Wilayah Persekutuan,55200,2025-01-02
32514,Haziq,bin Rahman,Male,014-2048322,1966-01-21,haziq32514@gmail.com,Bronze,"No. 27, Jalan F12",Petaling Jaya,Selangor,47810,2025-01-02
32515,Hui Min,Lim,Female,011-1550854,1993-02-01,hui32515@gmail.com,Bronze,"No. 118, Jalan G16",Petaling Jaya,Selangor,47301,2025-01-02
32516,Firdaus,bin Yusof,Male,014-8892575,1990-10-31,firdaus32516@gmail.com,Silver,"No. 235, Jalan C1",Petaling Jaya,Selangor,47301,2025-01-02
32517,Yong Sheng,Wong,Male,019-3459944,1994-07-07,yong32517@gmail.com,Bronze,"No. 27, Jalan A15",Shah Alam,Selangor,40300,2025-01-02
32518,Nurin,binti Hassan,Female,014-8984562,1989-02-26,nurin32518@gmail.com,Bronze,"No. 120, Jalan E16",Johor Bahru,Johor,81200,2025-01-02
32519,Emily,Chan,Female,012-3554643,1991-12-07,emily32519@gmail.com,Bronze,"No. 243, Jalan D4",George Town,Pulau Pinang,10400,2025-01-02
32520,Izzati,binti Razak,Female,015-7349063,2006-05-17,izzati32520@gmail.com,Bronze,"No. 278, Jalan E5",Bukit Jalil,Wilayah Persekutuan,57100,2025-01-02
32521,Haziq,bin Hamid,Male,013-8866334,1968-02-22,haziq32521@gmail.com,Gold,"No. 18, Jalan F6",Klang,Selangor,41250,2025-01-02
32522,Jia Yi,Khoo,Female,016-3915826,2002-03-25,jia32522@gmail.com,Silver,"No. 123, Jalan F4",Klang,Selangor,41300,2025-01-02
32523,Mei Ling,Wong,Female,019-9335939,1964-02-16,mei32523@gmail.com,Bronze,"No. 34, Jalan B2",Klang,Selangor,41000,2025-01-02
32524,Ling Ling,Chan,Female,016-2516182,1992-02-22,ling32524@gmail.com,Bronze,"No. 41, Jalan G1",Puchong,Selangor,47150,2025-01-02
32525,Nabila,binti Hassan,Female,016-1204907,1991-10-05,nabila32525@gmail.com,Silver,"No. 156, Jalan D18",Puchong,Selangor,47160,2025-01-02
32526,Kavitha,a/p Krishnan,Female,011-9003191,1964-05-24,kavitha32526@gmail.com,Bronze,"No. 241, Jalan D10",Subang Jaya,Selangor,47630,2025-01-02
32527,Anisa,binti Yusof,Female,016-6958469,1977-03-27,anisa32527@gmail.com,Silver,"No. 108, Jalan G10",Selayang,Selangor,68100,2025-01-02
32528,Alia,binti Hassan,Female,015-2585427,2002-06-02,alia32528@gmail.com,Silver,"No. 193, Jalan D15",Setapak,Wilayah Persekutuan,53300,2025-01-02
32529,Ling Ling,Ng,Female,019-8351922,1999-12-30,ling32529@gmail.com,Platinum,"No. 151, Jalan G10",Wangsa Maju,Wilayah Persekutuan,53300,2025-01-02
32530,Hannah,binti Yusof,Female,013-4992192,1989-05-28,hannah32530@gmail.com,Bronze,"No. 186, Jalan A14",Wangsa Maju,Wilayah Persekutuan,53100,2025-01-02
32531,Irfan,bin Hassan,Male,010-4276103,1969-12-31,irfan32531@gmail.com,Bronze,"No. 71, Jalan G2",Ipoh,Perak,30200,2025-01-02
32532,Farah,binti Hamid,Female,013-2064925,1965-06-28,farah32532@gmail.com,Bronze,"No. 279, Jalan A4",Ipoh,Perak,30200,2025-01-02
32533,Divya,a/p Subramaniam,Female,014-7766779,1979-10-22,divya32533@gmail.com,Bronze,"No. 139, Jalan B1",Seremban,Negeri Sembilan,70400,2025-01-02
32534,Vanessa,Ong,Female,017-7748212,2003-01-22,vanessa32534@gmail.com,Silver,"No. 39, Jalan C8",Bukit Jalil,Wilayah Persekutuan,57000,2025-01-02
32535,Faizal,bin Ahmad,Male,010-3190896,1965-08-25,faizal32535@gmail.com,Silver,"No. 7, Jalan B9",Kuala Lumpur,Wilayah Persekutuan,55200,2025-01-03
32536,Kevin,Khoo,Male,011-7358625,1988-09-08,kevin32536@gmail.com,Bronze,"No. 261, Jalan D13",Petaling Jaya,Selangor,47400,2025-01-03
32537,Michelle,Sim,Female,013-9241380,1976-09-08,michelle32537@gmail.com,Bronze,"No. 299, Jalan D13",Johor Bahru,Johor,80000,2025-01-03
32538,Hannah,binti Hassan,Female,016-4279638,2005-03-22,hannah32538@gmail.com,Bronze,"No. 151, Jalan D15",Melaka,Melaka,75350,2025-01-03
32539,Siti,binti Osman,Female,010-6167316,1981-06-24,siti32539@gmail.com,Silver,"No. 257, Jalan G15",Shah Alam,Selangor,40150,2025-01-03
32540,Priya,a/p Rajan,Female,010-7878271,1970-10-29,priya32540@gmail.com,Bronze,"No. 194, Jalan B15",Shah Alam,Selangor,40200,2025-01-03
32541,Amirul,bin Hassan,Male,012-8234008,1996-12-15,amirul32541@gmail.com,Silver,"No. 81, Jalan A20",Shah Alam,Selangor,40300,2025-01-03
32542,Kavitha,a/p Rajan,Female,013-3527967,2006-06-04,kavitha32542@gmail.com,Silver,"No. 190, Jalan G7",Klang,Selangor,41100,2025-01-03
32543,Faizal,bin Yusof,Male,010-8407342,1983-12-09,faizal32543@gmail.com,Silver,"No. 142, Jalan C15",Puchong,Selangor,47170,2025-01-03
32544,Mei Ling,Cheah,Female,017-2279929,1994-05-08,mei32544@gmail.com,Silver,"No. 226, Jalan G2",Puchong,Selangor,47120,2025-01-03
32545,Priya,a/p Rajan,Female,018-6641423,2000-08-03,priya32545@gmail.com,Bronze,"No. 126, Jalan A2",Selayang,Selangor,68100,2025-01-03
32546,Hui Min,Khoo,Female,014-7250181,1968-04-22,hui32546@gmail.com,Silver,"No. 73, Jalan A10",Subang Jaya,Selangor,47500,2025-01-03
32547,Fatimah,binti Ismail,Female,010-1043508,1982-10-09,fatimah32547@gmail.com,Silver,"No. 289, Jalan D7",Setapak,Wilayah Persekutuan,53300,2025-01-03
32548,Wei Jie,Foo,Male,014-3812215,1968-05-30,wei32548@gmail.com,Silver,"No. 9, Jalan F19",Gombak,Wilayah Persekutuan,68100,2025-01-03
32549,Yong Sheng,Goh,Male,012-1168585,1991-04-13,yong32549@gmail.com,Bronze,"No. 219, Jalan G13",Gombak,Wilayah Persekutuan,53100,2025-01-03
32550,Hannah,binti Abdullah,Female,017-4280382,2002-09-13,hannah32550@gmail.com,Gold,"No. 47, Jalan A15",Gombak,Wilayah Persekutuan,53000,2025-01-03
32551,Zheng Yang,Chong,Male,013-6493099,1983-05-21,zheng32551@gmail.com,Bronze,"No. 18, Jalan B15",Seremban,Negeri Sembilan,70450,2025-01-03
32552,Siti,binti Rahman,Female,012-6424769,1964-11-14,siti32552@gmail.com,Bronze,"No. 4, Jalan F2",Kuantan,Pahang,25150,2025-01-03
32553,Nurin,binti Hassan,Female,016-7376169,1995-01-01,nurin32553@gmail.com,Gold,"No. 34, Jalan D11",Subang Jaya,Selangor,47620,2025-01-03
32554,Pei Shan,Chan,Female,012-5776111,1982-01-22,pei32554@gmail.com,Bronze,"No. 110, Jalan B9",Bukit Jalil,Wilayah Persekutuan,57000,2025-01-03
32555,Amirul,bin Zainal,Male,018-4884846,1965-09-30,amirul32555@gmail.com,Bronze,"No. 171, Jalan G17",Kuala Lumpur,Wilayah Persekutuan,50480,2025-01-04
32556,Rachel,Cheah,Female,012-8559997,1965-07-03,rachel32556@gmail.com,Bronze,"No. 231, Jalan C16",Kuala Lumpur,Wilayah Persekutuan,55200,2025-01-04
32557,Nur Aina,binti Ahmad,Female,016-3882925,1992-07-04,nur32557@gmail.com,Bronze,"No. 72, Jalan C3",Gombak,Wilayah Persekutuan,53000,2025-01-04
32558,Sze Min,Khoo,Female,011-9148924,1965-05-29,sze32558@gmail.com,Bronze,"No. 251, Jalan G9",Kuala Lumpur,Wilayah Persekutuan,59200,2025-01-04
32559,Lakshmi,a/p Subramaniam,Female,019-1438217,1996-06-17,lakshmi32559@gmail.com,Bronze,"No. 135, Jalan F19",Bukit Jalil,Wilayah Persekutuan,57000,2025-01-04
32560,Alia,binti Hamid,Female,011-8634412,1995-08-21,alia32560@gmail.com,Bronze,"No. 52, Jalan D3",Petaling Jaya,Selangor,47400,2025-01-04
32561,Suhaila,binti Osman,Female,014-1183190,1977-07-03,suhaila32561@gmail.com,Bronze,"No. 15, Jalan E2",Petaling Jaya,Selangor,47300,2025-01-04
32562,Faizal,bin Hassan,Male,010-4793975,1994-02-22,faizal32562@gmail.com,Bronze,"No. 296, Jalan F8",Petaling Jaya,Selangor,46100,2025-01-04
32563,Pei Shan,Yeoh,Female,017-8020296,1968-05-23,pei32563@gmail.com,Bronze,"No. 46, Jalan E9",Petaling Jaya,Selangor,46050,2025-01-04
32564,Anjali,a/p Subramaniam,Female,013-5046256,1989-06-14,anjali32564@gmail.com,Gold,"No. 16, Jalan D5",Johor Bahru,Johor,81100,2025-01-04
32565,Kumar,a/l Krishnan,Male,012-6459624,1966-06-17,kumar32565@gmail.com,Bronze,"No. 97, Jalan F5",George Town,Pulau Pinang,10300,2025-01-04
32566,Kumar,a/l Krishnan,Male,013-9767488,1996-09-04,kumar32566@gmail.com,Bronze,"No. 70, Jalan E9",Melaka,Melaka,75200,2025-01-04
32567,Wei Hong,Chua,Male,014-4889469,1984-03-04,wei32567@gmail.com,Silver,"No. 82, Jalan F17",Kuantan,Pahang,25100,2025-01-04
32568,Daniel,Liew,Male,016-7738568,1984-09-14,daniel32568@gmail.com,Platinum,"No. 252, Jalan D11",Shah Alam,Selangor,40150,2025-01-04
32569,Nurin,binti Osman,Female,012-4697182,1972-10-27,nurin32569@gmail.com,Bronze,"No. 251, Jalan D5",Puchong,Selangor,47160,2025-01-04
32570,Lakshmi,a/p Rajan,Female,013-8281360,1992-04-01,lakshmi32570@gmail.com,Bronze,"No. 138, Jalan F4",Setapak,Wilayah Persekutuan,53100,2025-01-04
32571,Kevin,Ng,Male,013-1688303,1984-06-24,kevin32571@gmail.com,Bronze,"No. 148, Jalan D10",Wangsa Maju,Wilayah Persekutuan,53200,2025-01-04
32572,Yee Ling,Foo,Female,019-9053493,2002-10-04,yee32572@gmail.com,Silver,"No. 155, Jalan B12",Setapak,Wilayah Persekutuan,53100,2025-01-04
32573,Emily,Liew,Female,016-9785519,1987-12-01,emily32573@gmail.com,Bronze,"No. 100, Jalan C10",Gombak,Wilayah Persekutuan,53000,2025-01-04
32574,Arjun,a/l Ramasamy,Male,013-6411349,1966-12-10,arjun32574@gmail.com,Bronze,"No. 130, Jalan B8",Bukit Jalil,Wilayah Persekutuan,58200,2025-01-04
32575,Nabila,binti Yusof,Female,017-3930141,1966-05-27,nabila32575@gmail.com,Bronze,"No. 109, Jalan E8",Seremban,Negeri Sembilan,70300,2025-01-04
32576,Mei Ling,Wong,Female,012-1930344,2005-07-30,mei32576@gmail.com,Bronze,"No. 249, Jalan B19",Kuantan,Pahang,25050,2025-01-04
32577,Ling Ling,Ong,Female,016-4362536,1967-11-12,ling32577@gmail.com,Silver,"No. 115, Jalan E19",Gombak,Wilayah Persekutuan,68100,2025-01-05
32578,Ling Ling,Khoo,Female,010-8399808,1998-05-26,ling32578@gmail.com,Bronze,"No. 92, Jalan G19",Kuala Lumpur,Wilayah Persekutuan,58000,2025-01-05
32579,Balqis,binti Razak,Female,015-9683633,2004-01-11,balqis32579@gmail.com,Gold,"No. 212, Jalan G15",Kuala Lumpur,Wilayah Persekutuan,50450,2025-01-05
32580,Syafiq,bin Abdullah,Male,019-5741030,1984-07-24,syafiq32580@gmail.com,Silver,"No. 270, Jalan C14",Wangsa Maju,Wilayah Persekutuan,53100,2025-01-05
32581,Rohani,binti Hamid,Female,017-6086097,2002-06-24,rohani32581@gmail.com,Bronze,"No. 214, Jalan G1",Petaling Jaya,Selangor,47810,2025-01-05
32582,Hui Min,Tan,Female,010-7817382,1975-04-19,hui32582@gmail.com,Bronze,"No. 153, Jalan B18",Petaling Jaya,Selangor,47300,2025-01-05
32583,Nadia,binti Ismail,Female,016-8486749,1989-03-04,nadia32583@gmail.com,Bronze,"No. 99, Jalan C1",Johor Bahru,Johor,81100,2025-01-05
32584,Amelia,binti Osman,Female,019-9034379,1987-02-25,amelia32584@gmail.com,Bronze,"No. 277, Jalan D13",Johor Bahru,Johor,80100,2025-01-05
32585,Nurin,binti Abdullah,Female,011-5017715,2005-02-22,nurin32585@gmail.com,Bronze,"No. 81, Jalan C8",Petaling Jaya,Selangor,47810,2025-01-05
32586,Sze Min,Khoo,Female,016-8748393,1975-03-09,sze32586@gmail.com,Bronze,"No. 272, Jalan C16",George Town,Pulau Pinang,10000,2025-01-05
32587,Danial,bin Ismail,Male,011-1816469,1994-02-02,danial32587@gmail.com,Bronze,"No. 150, Jalan C17",Kuala Lumpur,Wilayah Persekutuan,59200,2025-01-05
32588,Rachel,Chong,Female,013-4531741,1987-07-18,rachel32588@gmail.com,Bronze,"No. 286, Jalan A10",Klang,Selangor,41250,2025-01-05
32589,Izzati,binti Rahman,Female,012-3569031,2003-05-23,izzati32589@gmail.com,Silver,"No. 184, Jalan B18",Shah Alam,Selangor,40150,2025-01-05
32590,Deepa,a/p Maniam,Female,014-9937870,2002-08-13,deepa32590@gmail.com,Silver,"No. 52, Jalan D2",Puchong,Selangor,47170,2025-01-05
32591,Sharmila,a/p Subramaniam,Female,014-9141101,1974-01-16,sharmila32591@gmail.com,Bronze,"No. 39, Jalan E13",Ipoh,Perak,30350,2025-01-05
32592,Amirul,bin Yusof,Male,019-5029955,1992-08-02,amirul32592@gmail.com,Bronze,"No. 218, Jalan E17",Setapak,Wilayah Persekutuan,53200,2025-01-05
32593,Kai Xin,Ng,Female,010-5288003,1978-02-07,kai32593@gmail.com,Gold,"No. 10, Jalan G16",Gombak,Wilayah Persekutuan,68100,2025-01-05
32594,Michelle,Teoh,Female,014-7648985,2004-02-23,michelle32594@gmail.com,Bronze,"No. 142, Jalan B6",Ipoh,Perak,30350,2025-01-05
32595,Aisyah,binti Zainal,Female,018-7840116,1994-11-27,aisyah32595@gmail.com,Platinum,"No. 79, Jalan B19",Ipoh,Perak,31400,2025-01-05
32596,Amirul,bin Hassan,Male,018-1312653,1971-07-31,amirul32596@gmail.com,Bronze,"No. 95, Jalan C7",Seremban,Negeri Sembilan,70200,2025-01-05
32597,Rohani,binti Rahman,Female,016-6309272,1965-06-14,rohani32597@gmail.com,Platinum,"No. 98, Jalan B2",Subang Jaya,Selangor,47600,2025-01-05
32598,Zheng Yang,Khoo,Male,017-7926650,1985-12-20,zheng32598@gmail.com,Bronze,"No. 147, Jalan C14",Kuala Lumpur,Wilayah Persekutuan,56000,2025-01-06
32599,Nabila,binti Ismail,Female,012-4461548,1990-10-02,nabila32599@gmail.com,Silver,"No. 54, Jalan B13",Kuala Lumpur,Wilayah Persekutuan,55200,2025-01-06
32600,Nabila,binti Zainal,Female,014-1997984,1980-10-27,nabila32600@gmail.com,Silver,"No. 174, Jalan E2",Petaling Jaya,Selangor,46100,2025-01-06
32601,Nabila,binti Ahmad,Female,012-8483375,1981-02-13,nabila32601@gmail.com,Silver,"No. 151, Jalan A2",Petaling Jaya,Selangor,47800,2025-01-06
32602,Irfan,bin Hassan,Male,016-4495341,1975-08-07,irfan32602@gmail.com,Silver,"No. 17, Jalan D2",Petaling Jaya,Selangor,47810,2025-01-06
32603,Jian Ming,Teoh,Male,019-7137911,2006-05-29,jian32603@gmail.com,Gold,"No. 101, Jalan D5",Subang Jaya,Selangor,47610,2025-01-06
32604,Rajesh,a/l Subramaniam,Male,019-3951878,1992-12-05,rajesh32604@gmail.com,Bronze,"No. 50, Jalan C19",Subang Jaya,Selangor,47500,2025-01-06
32605,Irfan,bin Hassan,Male,019-4574722,1996-02-06,irfan32605@gmail.com,Silver,"No. 275, Jalan A14",George Town,Pulau Pinang,10000,2025-01-06
32606,Nabila,binti Razak,Female,017-8937792,1969-12-23,nabila32606@gmail.com,Bronze,"No. 139, Jalan G5",George Town,Pulau Pinang,10050,2025-01-06
32607,Meena,a/p Maniam,Female,013-9764623,1997-08-06,meena32607@gmail.com,Gold,"No. 117, Jalan B4",Puchong,Selangor,47130,2025-01-06
32608,Syafiq,bin Ahmad,Male,016-5557182,1999-10-16,syafiq32608@gmail.com,Gold,"No. 237, Jalan E10",Puchong,Selangor,47160,2025-01-06
32609,Wei Jie,Yap,Male,013-7609083,1993-04-03,wei32609@gmail.com,Silver,"No. 277, Jalan B15",Setapak,Wilayah Persekutuan,53000,2025-01-06
32610,Nadia,binti Ahmad,Female,012-6426624,1987-07-29,nadia32610@gmail.com,Bronze,"No. 240, Jalan G10",Setapak,Wilayah Persekutuan,53200,2025-01-06
32611,Amirul,bin Hamid,Male,018-1654771,1993-01-20,amirul32611@gmail.com,Silver,"No. 266, Jalan A6",Wangsa Maju,Wilayah Persekutuan,53100,2025-01-06
32612,Hui Min,Sim,Female,014-6084593,1993-05-02,hui32612@gmail.com,Bronze,"No. 12, Jalan G6",Wangsa Maju,Wilayah Persekutuan,53300,2025-01-06
32613,Nurin,binti Razak,Female,017-3653932,1972-10-01,nurin32613@gmail.com,Bronze,"No. 297, Jalan B7",Selayang,Selangor,68100,2025-01-06
32614,Michelle,Chan,Female,011-1671632,1976-03-28,michelle32614@gmail.com,Gold,"No. 72, Jalan D6",Subang Jaya,Selangor,47630,2025-01-06
32615,Anisa,binti Hamid,Female,017-7529512,2000-11-24,anisa32615@gmail.com,Bronze,"No. 137, Jalan G17",Petaling Jaya,Selangor,47810,2025-01-07
32616,Zarina,binti Hassan,Female,014-5964040,1984-03-07,zarina32616@gmail.com,Bronze,"No. 300, Jalan A7",Petaling Jaya,Selangor,47810,2025-01-07
32617,Yong Sheng,Liew,Male,013-1528023,1999-05-23,yong32617@gmail.com,Bronze,"No. 45, Jalan E9",Klang,Selangor,41150,2025-01-07
32618,Xin Yi,Wong,Female,019-1976446,1980-12-05,xin32618@gmail.com,Silver,"No. 88, Jalan E19",Petaling Jaya,Selangor,46200,2025-01-07
32619,Wei Jie,Tan,Male,014-4440881,2006-02-12,wei32619@gmail.com,Bronze,"No. 13, Jalan E4",Petaling Jaya,Selangor,47810,2025-01-07
32620,Nadia,binti Rahman,Female,012-7905969,1987-04-28,nadia32620@gmail.com,Bronze,"No. 126, Jalan D4",Puchong,Selangor,47190,2025-01-07
32621,Anisa,binti Hassan,Female,010-9956300,1989-04-24,anisa32621@gmail.com,Bronze,"No. 221, Jalan D11",Johor Bahru,Johor,81200,2025-01-07
32622,Kok Wai,Chan,Male,015-4686162,1972-09-19,kok32622@gmail.com,Bronze,"No. 11, Jalan A18",Johor Bahru,Johor,80200,2025-01-07
32623,Anisa,binti Razak,Female,018-7043471,1999-06-21,anisa32623@gmail.com,Silver,"No. 290, Jalan B20",George Town,Pulau Pinang,10250,2025-01-07
32624,Irfan,bin Osman,Male,013-7642836,2006-07-06,irfan32624@gmail.com,Silver,"No. 195, Jalan B3",George Town,Pulau Pinang,10150,2025-01-07
32625,Kavitha,a/p Ramasamy,Female,013-1050338,1996-04-04,kavitha32625@gmail.com,Bronze,"No. 156, Jalan C12",Shah Alam,Selangor,40450,2025-01-07
32626,Hafiz,bin Yusof,Male,013-2078563,1992-08-25,hafiz32626@gmail.com,Bronze,"No. 272, Jalan D14",Puchong,Selangor,47150,2025-01-07
32627,Suhaila,binti Osman,Female,013-2601522,1982-03-03,suhaila32627@gmail.com,Silver,"No. 192, Jalan D7",Puchong,Selangor,47130,2025-01-07
32628,Nur Aina,binti Rahman,Female,014-8740764,1988-08-13,nur32628@gmail.com,Gold,"No. 254, Jalan D18",Melaka,Melaka,75350,2025-01-07
32629,Grace,Chin,Female,015-5568018,1977-04-12,grace32629@gmail.com,Bronze,"No. 55, Jalan D4",Setapak,Wilayah Persekutuan,53100,2025-01-07
32630,Aiman,bin Hassan,Male,012-7558040,1967-04-23,aiman32630@gmail.com,Gold,"No. 46, Jalan E11",Gombak,Wilayah Persekutuan,53100,2025-01-07
32631,Aisyah,binti Zainal,Female,018-6090690,1981-03-19,aisyah32631@gmail.com,Platinum,"No. 42, Jalan A4",Subang Jaya,Selangor,47500,2025-01-07
32632,Suhaila,binti Hassan,Female,017-3668736,1975-02-17,suhaila32632@gmail.com,Bronze,"No. 274, Jalan G2",Setapak,Wilayah Persekutuan,53300,2025-01-08
32633,Siti,binti Ahmad,Female,015-8794981,2002-05-14,siti32633@gmail.com,Bronze,"No. 76, Jalan B3",Setapak,Wilayah Persekutuan,53000,2025-01-08
32634,Aiman,bin Osman,Male,011-2876966,1992-10-10,aiman32634@gmail.com,Bronze,"No. 88, Jalan B3",Johor Bahru,Johor,80300,2025-01-08
32635,Emily,Teoh,Female,015-8032533,1973-02-28,emily32635@gmail.com,Silver,"No. 281, Jalan C1",Johor Bahru,Johor,80300,2025-01-08
32636,Shalini,a/p Muniandy,Female,017-1987469,1997-04-21,shalini32636@gmail.com,Bronze,"No. 141, Jalan G7",Ipoh,Perak,30350,2025-01-08
32637,Michelle,Ong,Female,010-3152336,1986-12-22,michelle32637@gmail.com,Bronze,"No. 174, Jalan E10",Seremban,Negeri Sembilan,70500,2025-01-08
32638,Aina,binti Rahman,Female,013-3658699,1996-02-19,aina32638@gmail.com,Bronze,"No. 248, Jalan C20",George Town,Pulau Pinang,10200,2025-01-08
32639,Alia,binti Ismail,Female,014-2897078,1964-01-02,alia32639@gmail.com,Bronze,"No. 6, Jalan C15",Klang,Selangor,41200,2025-01-08
32640,Aina,binti Yusof,Female,016-4310919,1984-01-09,aina32640@gmail.com,Bronze,"No. 223, Jalan C10",Klang,Selangor,41150,2025-01-08
32641,Zarina,binti Yusof,Female,014-8597229,1999-01-27,zarina32641@gmail.com,Gold,"No. 163, Jalan A10",Klang,Selangor,41250,2025-01-08
32642,Zheng Yang,Tan,Male,016-9901961,1993-06-02,zheng32642@gmail.com,Bronze,"No. 44, Jalan C5",Selayang,Selangor,68100,2025-01-08
32643,Mei Ling,Goh,Female,015-9284252,1966-04-11,mei32643@gmail.com,Silver,"No. 60, Jalan D1",Selayang,Selangor,68100,2025-01-08
32644,Adam,bin Abdullah,Male,019-8935685,2000-09-08,adam32644@gmail.com,Silver,"No. 195, Jalan D9",Setapak,Wilayah Persekutuan,53200,2025-01-08
32645,Yasmin,binti Hamid,Female,013-7573924,1995-01-30,yasmin32645@gmail.com,Bronze,"No. 151, Jalan A9",Bukit Jalil,Wilayah Persekutuan,57100,2025-01-08
32646,Kok Wai,Wong,Male,013-4976389,1996-04-08,kok32646@gmail.com,Silver,"No. 95, Jalan B2",Ipoh,Perak,30000,2025-01-08
32647,Pei Shan,Chan,Female,017-8648804,1993-11-26,pei32647@gmail.com,Bronze,"No. 89, Jalan D5",Kuantan,Pahang,25100,2025-01-08
32648,Kai Xin,Sim,Female,015-2336051,1980-02-28,kai32648@gmail.com,Bronze,"No. 144, Jalan E14",Kuantan,Pahang,25300,2025-01-08
32649,Amirul,bin Ahmad,Male,013-1765638,1970-09-28,amirul32649@gmail.com,Gold,"No. 58, Jalan D2",Subang Jaya,Selangor,47610,2025-01-08
32650,Vikram,a/l Muniandy,Male,014-6368127,2005-01-09,vikram32650@gmail.com,Silver,"No. 173, Jalan C13",Subang Jaya,Selangor,47610,2025-01-08
32651,Alia,binti Abdullah,Female,014-5107723,1971-02-25,alia32651@gmail.com,Bronze,"No. 289, Jalan E14",Kuala Lumpur,Wilayah Persekutuan,50480,2025-01-09
32652,Deepa,a/p Subramaniam,Female,016-4144307,1970-04-07,deepa32652@gmail.com,Bronze,"No. 86, Jalan B14",Kuala Lumpur,Wilayah Persekutuan,59000,2025-01-09
32653,Alia,binti Hassan,Female,017-6609426,1970-05-03,alia32653@gmail.com,Silver,"No. 77, Jalan E11",Kuala Lumpur,Wilayah Persekutuan,58000,2025-01-09
32654,Firdaus,bin Razak,Male,010-9304711,1982-06-26,firdaus32654@gmail.com,Bronze,"No. 143, Jalan C7",Petaling Jaya,Selangor,46200,2025-01-09
32655,Suresh,a/l Rajan,Male,010-9120264,1987-10-01,suresh32655@gmail.com,Bronze,"No. 60, Jalan B10",Melaka,Melaka,75250,2025-01-09
32656,Balqis,binti Abdullah,Female,010-3603597,1978-08-26,balqis32656@gmail.com,Bronze,"No. 51, Jalan A18",Puchong,Selangor,47120,2025-01-09
32657,Nurin,binti Hamid,Female,014-3030189,1980-11-15,nurin32657@gmail.com,Silver,"No. 49, Jalan B19",Setapak,Wilayah Persekutuan,53200,2025-01-09
32658,Emily,Yeoh,Female,011-8486261,1983-08-05,emily32658@gmail.com,Bronze,"No. 69, Jalan F5",Wangsa Maju,Wilayah Persekutuan,53200,2025-01-09
32659,Vikram,a/l Muniandy,Male,010-3417251,1993-12-01,vikram32659@gmail.com,Gold,"No. 227, Jalan D9",Setapak,Wilayah Persekutuan,53100,2025-01-09
