cus_ID,cus_first_name,cus_last_name,cus_age,cus_gender,cus_phone,cus_DOB,cus_email,cus_loyalty_tier,cus_address_line,cus_city,cus_state,cus_postcode,cus_reg_date
14653,Nur Aina,binti Ismail,26,Female,012-3542848,1995-09-29,nur14653@gmail.com,Bronze,"No. 230, Jalan B16",Setapak,Wilayah Persekutuan,53100,2022-01-02
14654,Meena,a/p Maniam,25,Female,014-8017634,1996-11-30,meena14654@gmail.com,Gold,"No. 81, Jalan B10",George Town,Pulau Pinang,10250,2022-01-02
14655,Vanessa,Loh,52,Female,015-3357133,1969-08-20,vanessa14655@gmail.com,Bronze,"No. 285, Jalan E8",Shah Alam,Selangor,40000,2022-01-02
14656,Ling Ling,Chong,57,Female,018-5046173,1964-07-18,ling14656@gmail.com,Bronze,"No. 109, Jalan B2",Klang,Selangor,41000,2022-01-02
14657,Kavitha,a/p Maniam,43,Female,017-1809404,1978-07-16,kavitha14657@gmail.com,Platinum,"No. 109, Jalan D10",Klang,Selangor,41050,2022-01-02
14658,Wei Jie,Ng,37,Male,014-1420563,1984-04-05,wei14658@gmail.com,Bronze,"No. 101, Jalan A15",Puchong,Selangor,47100,2022-01-02
14659,Divya,a/p Krishnan,49,Female,018-2612052,1972-01-20,divya14659@gmail.com,Bronze,"No. 16, Jalan C2",Selayang,Selangor,68000,2022-01-02
14660,Suhaila,binti Ahmad,37,Female,014-5028168,1984-09-15,suhaila14660@gmail.com,Bronze,"No. 181, Jalan D19",Wangsa Maju,Wilayah Persekutuan,53300,2022-01-02
14661,Balqis,binti Rahman,52,Female,014-8537262,1969-01-03,balqis14661@gmail.com,Bronze,"No. 153, Jalan A16",Kuala Lumpur,Wilayah Persekutuan,50450,2022-01-02
14662,Siti,binti Abdullah,36,Female,012-7979741,1985-09-15,siti14662@gmail.com,Gold,"No. 82, Jalan G15",Melaka,Melaka,75300,2022-01-02
14663,Balqis,binti Ismail,49,Female,013-5849471,1972-08-22,balqis14663@gmail.com,Bronze,"No. 173, Jalan F17",Setapak,Wilayah Persekutuan,53300,2022-01-02
14664,Sze Min,Foo,60,Female,012-6632794,1961-09-30,sze14664@gmail.com,Gold,"No. 53, Jalan G6",Kuala Lumpur,Wilayah Persekutuan,50450,2022-01-03
14665,Nur Aina,binti Ahmad,55,Female,010-8956851,1966-08-26,nur14665@gmail.com,Silver,"No. 32, Jalan D14",Petaling Jaya,Selangor,47800,2022-01-03
14666,Priya,a/p Maniam,39,Female,015-1978334,1982-02-03,priya14666@gmail.com,Bronze,"No. 245, Jalan C17",Selayang,Selangor,68000,2022-01-03
14667,Jasmine,Chua,39,Female,017-5287756,1982-02-19,jasmine14667@gmail.com,Gold,"No. 16, Jalan A13",Johor Bahru,Johor,81200,2022-01-03
14668,Kai Xin,Ong,60,Female,014-5694474,1961-03-08,kai14668@gmail.com,Silver,"No. 249, Jalan G10",George Town,Pulau Pinang,10350,2022-01-03
14669,Aisyah,binti Hassan,22,Female,019-7038867,1999-04-08,aisyah14669@gmail.com,Silver,"No. 29, Jalan B14",Klang,Selangor,41050,2022-01-03
14670,Hannah,binti Ahmad,49,Female,013-2781973,1972-12-08,hannah14670@gmail.com,Bronze,"No. 295, Jalan B1",Wangsa Maju,Wilayah Persekutuan,53200,2022-01-03
14671,Wei Jie,Ng,43,Male,011-8338242,1978-04-25,wei14671@gmail.com,Bronze,"No. 193, Jalan G17",Kuala Lumpur,Wilayah Persekutuan,59200,2022-01-04
14672,Grace,Teoh,51,Female,011-9995663,1970-08-31,grace14672@gmail.com,Silver,"No. 296, Jalan D9",Petaling Jaya,Selangor,46000,2022-01-04
14673,Ling Ling,Ong,51,Female,016-1535563,1970-05-19,ling14673@gmail.com,Gold,"No. 196, Jalan E14",Johor Bahru,Johor,80000,2022-01-04
14674,Priya,a/p Maniam,52,Female,013-5629008,1969-02-23,priya14674@gmail.com,Bronze,"No. 70, Jalan G19",Shah Alam,Selangor,40000,2022-01-04
14675,Sze Min,Chua,38,Female,017-1488538,1983-03-10,sze14675@gmail.com,Silver,"No. 292, Jalan C3",Shah Alam,Selangor,40400,2022-01-04
14676,Yee Ling,Ong,47,Female,011-5312150,1975-01-03,yee14676@gmail.com,Gold,"No. 286, Jalan B11",Johor Bahru,Johor,80000,2022-01-04
14677,Mei Ling,Goh,44,Female,014-2807799,1977-09-03,mei14677@gmail.com,Silver,"No. 47, Jalan G9",Wangsa Maju,Wilayah Persekutuan,53300,2022-01-04
14678,Li Wen,Chua,52,Female,010-1397549,1969-07-29,li14678@gmail.com,Bronze,"No. 222, Jalan D13",Petaling Jaya,Selangor,47810,2022-01-05
14679,Wan Ying,Ong,54,Female,017-6514442,1967-04-12,wan14679@gmail.com,Bronze,"No. 95, Jalan B20",Melaka,Melaka,75300,2022-01-05
14680,Yee Ling,Khoo,29,Female,019-9444716,1992-05-12,yee14680@gmail.com,Bronze,"No. 172, Jalan E13",Klang,Selangor,41000,2022-01-05
14681,Aisyah,binti Rahman,37,Female,012-6081171,1984-04-02,aisyah14681@gmail.com,Platinum,"No. 214, Jalan E2",Puchong,Selangor,47100,2022-01-05
14682,Amelia,binti Zainal,31,Female,016-5418293,1990-12-02,amelia14682@gmail.com,Silver,"No. 6, Jalan D1",Wangsa Maju,Wilayah Persekutuan,53300,2022-01-05
14683,Amelia,binti Zainal,21,Female,014-3318942,2000-02-11,amelia14683@gmail.com,Silver,"No. 69, Jalan B10",Shah Alam,Selangor,40170,2022-01-05
14684,Amelia,binti Hamid,26,Female,015-6317363,1995-07-17,amelia14684@gmail.com,Silver,"No. 65, Jalan D7",Kuala Lumpur,Wilayah Persekutuan,57000,2022-01-06
14685,Irfan,bin Ahmad,46,Male,017-8946028,1975-10-08,irfan14685@gmail.com,Bronze,"No. 95, Jalan F9",Shah Alam,Selangor,40160,2022-01-06
14686,Hafiz,bin Yusof,31,Male,016-7161343,1990-12-17,hafiz14686@gmail.com,Silver,"No. 226, Jalan F18",Johor Bahru,Johor,81300,2022-01-06
14687,Izzati,binti Rahman,35,Female,012-2327615,1986-12-30,izzati14687@gmail.com,Bronze,"No. 69, Jalan C9",Petaling Jaya,Selangor,47400,2022-01-06
14688,Izzati,binti Yusof,27,Female,016-9281782,1994-05-05,izzati14688@gmail.com,Bronze,"No. 172, Jalan C17",Setapak,Wilayah Persekutuan,53100,2022-01-06
14689,Nabila,binti Hassan,41,Female,016-9555657,1980-12-03,nabila14689@gmail.com,Silver,"No. 111, Jalan B19",Petaling Jaya,Selangor,47810,2022-01-07
14690,Suhaila,binti Ahmad,58,Female,017-5412616,1963-04-20,suhaila14690@gmail.com,Bronze,"No. 168, Jalan F14",Johor Bahru,Johor,81100,2022-01-07
14691,Emily,Tan,41,Female,010-6493522,1980-10-11,emily14691@gmail.com,Bronze,"No. 38, Jalan G11",Johor Bahru,Johor,80000,2022-01-07
14692,Lakshmi,a/p Maniam,47,Female,017-1631809,1974-06-25,lakshmi14692@gmail.com,Silver,"No. 36, Jalan F7",Shah Alam,Selangor,40300,2022-01-07
14693,Shalini,a/p Rajan,25,Female,010-8970449,1996-09-04,shalini14693@gmail.com,Silver,"No. 244, Jalan A18",Selayang,Selangor,68000,2022-01-07
14694,Adam,bin Hamid,40,Male,010-9286521,1981-03-29,adam14694@gmail.com,Bronze,"No. 195, Jalan G1",Puchong,Selangor,47160,2022-01-07
14695,Siti,binti Zainal,56,Female,014-1153657,1965-09-22,siti14695@gmail.com,Bronze,"No. 172, Jalan E1",Selayang,Selangor,68000,2022-01-07
14696,Nurin,binti Razak,34,Female,017-8263087,1987-04-27,nurin14696@gmail.com,Silver,"No. 152, Jalan E2",Gombak,Wilayah Persekutuan,53000,2022-01-07
14697,Divya,a/p Subramaniam,43,Female,015-8071427,1978-07-02,divya14697@gmail.com,Gold,"No. 181, Jalan A12",Kuala Lumpur,Wilayah Persekutuan,59200,2022-01-08
14698,Amelia,binti Ahmad,20,Female,011-6516715,2001-08-16,amelia14698@gmail.com,Bronze,"No. 36, Jalan F6",Kuala Lumpur,Wilayah Persekutuan,50450,2022-01-08
14699,Kai Xin,Yeoh,49,Female,019-6052188,1972-06-15,kai14699@gmail.com,Silver,"No. 231, Jalan E3",Johor Bahru,Johor,81200,2022-01-08
14700,Hui Min,Chin,47,Female,010-5872186,1974-06-21,hui14700@gmail.com,Bronze,"No. 61, Jalan F18",George Town,Pulau Pinang,10450,2022-01-08
14701,Shu Fen,Tan,20,Female,018-3160602,2001-12-20,shu14701@gmail.com,Gold,"No. 133, Jalan G5",George Town,Pulau Pinang,10450,2022-01-08
14702,Daniel,Liew,22,Male,013-3071278,1999-04-04,daniel14702@gmail.com,Bronze,"No. 184, Jalan G16",George Town,Pulau Pinang,10050,2022-01-08
14703,Zulkifli,bin Ahmad,25,Male,019-2831087,1996-10-18,zulkifli14703@gmail.com,Bronze,"No. 1, Jalan C13",Shah Alam,Selangor,40100,2022-01-08
14704,Hui Min,Liew,28,Female,010-9429550,1993-04-05,hui14704@gmail.com,Gold,"No. 113, Jalan D15",Klang,Selangor,41100,2022-01-08
14705,Suhaila,binti Rahman,26,Female,019-9332241,1995-10-06,suhaila14705@gmail.com,Bronze,"No. 250, Jalan B9",Klang,Selangor,41200,2022-01-08
14706,Yee Ling,Wong,38,Female,012-7326298,1983-10-13,yee14706@gmail.com,Silver,"No. 151, Jalan C5",Selayang,Selangor,68100,2022-01-08
14707,Nabila,binti Rahman,41,Female,016-1336892,1980-07-12,nabila14707@gmail.com,Gold,"No. 21, Jalan B3",Puchong,Selangor,47180,2022-01-08
14708,Aisyah,binti Hassan,54,Female,012-8062581,1967-06-17,aisyah14708@gmail.com,Bronze,"No. 49, Jalan A19",Klang,Selangor,41300,2022-01-09
14709,Suhaila,binti Hassan,36,Female,018-3857405,1985-09-26,suhaila14709@gmail.com,Bronze,"No. 98, Jalan E1",Johor Bahru,Johor,80200,2022-01-09
14710,Kavitha,a/p Maniam,23,Female,013-3623579,1998-10-13,kavitha14710@gmail.com,Bronze,"No. 8, Jalan A10",Gombak,Wilayah Persekutuan,53000,2022-01-09
14711,Rohani,binti Yusof,41,Female,013-5582309,1980-03-04,rohani14711@gmail.com,Bronze,"No. 276, Jalan C2",Melaka,Melaka,75200,2022-01-09
14712,Zulkifli,bin Osman,45,Male,010-9407933,1976-10-01,zulkifli14712@gmail.com,Silver,"No. 169, Jalan D16",George Town,Pulau Pinang,10100,2022-01-09
14713,Sharmila,a/p Rajan,37,Female,013-7001076,1984-08-06,sharmila14713@gmail.com,Gold,"No. 281, Jalan C8",Shah Alam,Selangor,40160,2022-01-09
14714,Sze Min,Liew,34,Female,011-8482179,1987-03-24,sze14714@gmail.com,Bronze,"No. 209, Jalan C15",Shah Alam,Selangor,40200,2022-01-09
14715,Fatimah,binti Rahman,57,Female,013-2984269,1964-09-12,fatimah14715@gmail.com,Bronze,"No. 186, Jalan C2",Shah Alam,Selangor,40200,2022-01-09
14716,Lakshmi,a/p Ramasamy,41,Female,013-7468592,1980-05-24,lakshmi14716@gmail.com,Bronze,"No. 7, Jalan C10",Setapak,Wilayah Persekutuan,53000,2022-01-09
14717,Hui Min,Liew,31,Female,015-9736745,1990-02-19,hui14717@gmail.com,Bronze,"No. 29, Jalan F14",Setapak,Wilayah Persekutuan,53300,2022-01-09
14718,Emily,Yap,23,Female,011-4317477,1998-02-09,emily14718@gmail.com,Gold,"No. 31, Jalan B15",Wangsa Maju,Wilayah Persekutuan,53100,2022-01-09
14719,Balqis,binti Ahmad,34,Female,014-5464731,1987-05-03,balqis14719@gmail.com,Bronze,"No. 166, Jalan G5",Petaling Jaya,Selangor,47300,2022-01-10
14720,Vikram,a/l Rajan,41,Male,015-6503827,1980-08-05,vikram14720@gmail.com,Bronze,"No. 251, Jalan A8",Petaling Jaya,Selangor,46200,2022-01-10
14721,Anjali,a/p Ramasamy,29,Female,013-8669409,1992-08-31,anjali14721@gmail.com,Bronze,"No. 17, Jalan E3",Petaling Jaya,Selangor,46000,2022-01-10
14722,Sharmila,a/p Rajan,44,Female,015-5116620,1977-04-14,sharmila14722@gmail.com,Silver,"No. 93, Jalan C5",Petaling Jaya,Selangor,47300,2022-01-10
14723,Michelle,Lim,44,Female,014-6056106,1977-05-06,michelle14723@gmail.com,Bronze,"No. 134, Jalan E1",Selayang,Selangor,68100,2022-01-10
14724,Chloe,Ng,38,Female,019-6665647,1983-11-08,chloe14724@gmail.com,Bronze,"No. 114, Jalan C2",Setapak,Wilayah Persekutuan,53300,2022-01-10
14725,Nur Aina,binti Razak,28,Female,013-1170605,1993-06-17,nur14725@gmail.com,Bronze,"No. 44, Jalan B20",Wangsa Maju,Wilayah Persekutuan,53200,2022-01-10
14726,Lakshmi,a/p Ramasamy,54,Female,014-3771933,1967-09-07,lakshmi14726@gmail.com,Bronze,"No. 144, Jalan E14",Wangsa Maju,Wilayah Persekutuan,53100,2022-01-10
14727,Farah,binti Ismail,58,Female,014-9903490,1963-04-23,farah14727@gmail.com,Bronze,"No. 135, Jalan B7",Wangsa Maju,Wilayah Persekutuan,53300,2022-01-10
14728,Alia,binti Zainal,42,Female,013-2562018,1980-01-02,alia14728@gmail.com,Bronze,"No. 148, Jalan D2",Kuala Lumpur,Wilayah Persekutuan,57000,2022-01-11
14729,Kevin,Chan,27,Male,016-4816476,1994-12-23,kevin14729@gmail.com,Bronze,"No. 11, Jalan B19",Johor Bahru,Johor,81300,2022-01-11
14730,Adam,bin Yusof,48,Male,016-2943256,1973-12-22,adam14730@gmail.com,Bronze,"No. 94, Jalan F8",Johor Bahru,Johor,80300,2022-01-11
14731,Irfan,bin Hassan,40,Male,019-2891412,1981-05-06,irfan14731@gmail.com,Platinum,"No. 238, Jalan D11",George Town,Pulau Pinang,10300,2022-01-11
14732,Priya,a/p Rajan,57,Female,013-8075239,1964-02-11,priya14732@gmail.com,Bronze,"No. 84, Jalan E5",Melaka,Melaka,75050,2022-01-11
14733,Amelia,binti Hamid,48,Female,016-3979372,1974-01-11,amelia14733@gmail.com,Bronze,"No. 92, Jalan B16",Melaka,Melaka,75000,2022-01-11
14734,Meena,a/p Subramaniam,37,Female,011-6958299,1984-10-09,meena14734@gmail.com,Silver,"No. 208, Jalan B3",Puchong,Selangor,47160,2022-01-11
14735,Divya,a/p Maniam,59,Female,019-9566488,1962-09-08,divya14735@gmail.com,Bronze,"No. 24, Jalan F9",Selayang,Selangor,68000,2022-01-11
14736,Kai Xin,Cheah,34,Female,012-4340366,1987-12-02,kai14736@gmail.com,Silver,"No. 182, Jalan F1",Selayang,Selangor,68100,2022-01-11
14737,Zulkifli,bin Osman,54,Male,019-8909109,1967-09-20,zulkifli14737@gmail.com,Bronze,"No. 197, Jalan F6",Gombak,Wilayah Persekutuan,53000,2022-01-11
14738,Aiman,bin Yusof,58,Male,019-8558545,1963-07-27,aiman14738@gmail.com,Gold,"No. 152, Jalan F4",Puchong,Selangor,47140,2022-01-11
14739,Nadia,binti Zainal,39,Female,015-5385453,1982-07-21,nadia14739@gmail.com,Bronze,"No. 135, Jalan D1",George Town,Pulau Pinang,10450,2022-01-12
14740,Rachel,Teoh,23,Female,012-9109961,1998-09-22,rachel14740@gmail.com,Bronze,"No. 19, Jalan E14",Shah Alam,Selangor,40100,2022-01-12
14741,Siti,binti Rahman,23,Female,014-7054616,1998-03-01,siti14741@gmail.com,Bronze,"No. 190, Jalan D9",Selayang,Selangor,68100,2022-01-12
14742,Danial,bin Rahman,53,Male,017-4238799,1968-09-24,danial14742@gmail.com,Bronze,"No. 144, Jalan D12",Wangsa Maju,Wilayah Persekutuan,53200,2022-01-12
14743,Zarina,binti Ahmad,36,Female,018-3026792,1985-10-29,zarina14743@gmail.com,Bronze,"No. 295, Jalan F17",Wangsa Maju,Wilayah Persekutuan,53200,2022-01-12
14744,Anisa,binti Hassan,54,Female,014-7589834,1967-08-20,anisa14744@gmail.com,Bronze,"No. 28, Jalan F11",Wangsa Maju,Wilayah Persekutuan,53100,2022-01-13
14745,Nurul Huda,binti Zainal,34,Female,010-2632976,1987-06-17,nurul14745@gmail.com,Bronze,"No. 8, Jalan F10",Petaling Jaya,Selangor,46200,2022-01-13
14746,Meena,a/p Krishnan,49,Female,012-9176001,1972-10-24,meena14746@gmail.com,Bronze,"No. 33, Jalan F11",Petaling Jaya,Selangor,47810,2022-01-13
14747,Xin Yi,Chan,25,Female,012-8573219,1996-11-05,xin14747@gmail.com,Silver,"No. 132, Jalan B1",Petaling Jaya,Selangor,47400,2022-01-13
14748,Chong Wei,Yeoh,58,Male,011-3257085,1963-05-09,chong14748@gmail.com,Bronze,"No. 142, Jalan A10",George Town,Pulau Pinang,10400,2022-01-13
14749,Sze Min,Chin,22,Female,016-2510797,1999-06-28,sze14749@gmail.com,Platinum,"No. 168, Jalan B10",Johor Bahru,Johor,80100,2022-01-13
14750,Michelle,Ng,52,Female,018-7165719,1969-05-22,michelle14750@gmail.com,Bronze,"No. 183, Jalan F9",Melaka,Melaka,75000,2022-01-13
14751,Yasmin,binti Abdullah,51,Female,019-1241566,1970-03-01,yasmin14751@gmail.com,Bronze,"No. 48, Jalan B12",Puchong,Selangor,47130,2022-01-13
14752,Anisa,binti Hassan,36,Female,010-8338101,1985-12-25,anisa14752@gmail.com,Bronze,"No. 290, Jalan B1",Selayang,Selangor,68100,2022-01-13
14753,Shu Fen,Lim,37,Female,012-8295806,1984-04-10,shu14753@gmail.com,Silver,"No. 78, Jalan B14",Setapak,Wilayah Persekutuan,53300,2022-01-13
14754,Kai Xin,Lee,30,Female,011-7769963,1991-03-28,kai14754@gmail.com,Bronze,"No. 252, Jalan B18",Wangsa Maju,Wilayah Persekutuan,53300,2022-01-13
14755,Siti,binti Osman,21,Female,018-8664998,2000-12-30,siti14755@gmail.com,Bronze,"No. 167, Jalan D12",Gombak,Wilayah Persekutuan,68100,2022-01-13
14756,Anjali,a/p Rajan,27,Female,017-8286718,1994-10-22,anjali14756@gmail.com,Gold,"No. 66, Jalan B14",Petaling Jaya,Selangor,47810,2022-01-14
14757,Jasmine,Chin,34,Female,015-1029911,1987-10-11,jasmine14757@gmail.com,Silver,"No. 58, Jalan D13",George Town,Pulau Pinang,10050,2022-01-14
14758,Li Wen,Lim,54,Female,018-5634489,1967-03-19,li14758@gmail.com,Bronze,"No. 54, Jalan E3",Shah Alam,Selangor,40460,2022-01-14
14759,Xin Yi,Wong,59,Female,010-1052523,1962-09-26,xin14759@gmail.com,Bronze,"No. 242, Jalan C19",Shah Alam,Selangor,40100,2022-01-14
14760,Aina,binti Osman,31,Female,013-8809607,1990-02-06,aina14760@gmail.com,Silver,"No. 270, Jalan G11",Klang,Selangor,41250,2022-01-14
14761,Hannah,binti Osman,21,Female,019-2648289,2000-05-16,hannah14761@gmail.com,Silver,"No. 132, Jalan B20",Setapak,Wilayah Persekutuan,53100,2022-01-14
14762,Zarina,binti Hassan,31,Female,017-6902085,1990-01-30,zarina14762@gmail.com,Bronze,"No. 264, Jalan F7",Wangsa Maju,Wilayah Persekutuan,53200,2022-01-14
14763,Xin Yi,Yap,34,Female,013-5265231,1987-07-05,xin14763@gmail.com,Platinum,"No. 55, Jalan G8",Wangsa Maju,Wilayah Persekutuan,53300,2022-01-14
14764,Nur Aina,binti Hamid,33,Female,012-1796527,1988-10-25,nur14764@gmail.com,Gold,"No. 170, Jalan C8",Gombak,Wilayah Persekutuan,68100,2022-01-14
14765,Anisa,binti Ismail,55,Female,018-5977167,1966-10-15,anisa14765@gmail.com,Silver,"No. 231, Jalan B6",Kuala Lumpur,Wilayah Persekutuan,58000,2022-01-15
14766,Nabila,binti Hamid,51,Female,014-7567988,1970-02-17,nabila14766@gmail.com,Bronze,"No. 32, Jalan F15",Kuala Lumpur,Wilayah Persekutuan,59000,2022-01-15
14767,Amelia,binti Hamid,23,Female,016-1740636,1998-06-05,amelia14767@gmail.com,Bronze,"No. 166, Jalan F6",Kuala Lumpur,Wilayah Persekutuan,50480,2022-01-15
14768,Jia Yi,Teoh,40,Female,012-3491352,1981-12-01,jia14768@gmail.com,Bronze,"No. 69, Jalan A6",Wangsa Maju,Wilayah Persekutuan,53100,2022-01-15
14769,Izzati,binti Hamid,21,Female,019-6691287,2000-08-11,izzati14769@gmail.com,Bronze,"No. 80, Jalan G13",Kuala Lumpur,Wilayah Persekutuan,58000,2022-01-15
14770,Nurin,binti Hassan,48,Female,012-1637445,1973-11-13,nurin14770@gmail.com,Bronze,"No. 109, Jalan C18",Petaling Jaya,Selangor,46200,2022-01-15
14771,Adam,bin Hamid,59,Male,014-2397876,1962-10-20,adam14771@gmail.com,Silver,"No. 191, Jalan F4",Johor Bahru,Johor,81300,2022-01-15
14772,Izzati,binti Ahmad,40,Female,011-9689721,1981-12-19,izzati14772@gmail.com,Gold,"No. 100, Jalan E9",George Town,Pulau Pinang,10450,2022-01-15
14773,Nadia,binti Ismail,48,Female,016-5473792,1973-10-27,nadia14773@gmail.com,Silver,"No. 210, Jalan G10",Klang,Selangor,41150,2022-01-15
14774,Firdaus,bin Rahman,37,Male,013-9688446,1984-12-28,firdaus14774@gmail.com,Bronze,"No. 112, Jalan E17",Gombak,Wilayah Persekutuan,68100,2022-01-15
14775,Jasmine,Chua,46,Female,012-7442889,1975-05-24,jasmine14775@gmail.com,Gold,"No. 129, Jalan G4",Setapak,Wilayah Persekutuan,53100,2022-01-15
14776,Chloe,Ng,28,Female,011-9760910,1993-01-17,chloe14776@gmail.com,Bronze,"No. 204, Jalan D9",Johor Bahru,Johor,80300,2022-01-16
14777,Wan Ying,Teoh,25,Female,019-5519831,1996-08-28,wan14777@gmail.com,Platinum,"No. 102, Jalan E18",Puchong,Selangor,47140,2022-01-16
14778,Anisa,binti Osman,38,Female,016-7318332,1984-01-05,anisa14778@gmail.com,Silver,"No. 66, Jalan D4",Selayang,Selangor,68100,2022-01-16
14779,Shu Fen,Yap,54,Female,010-7891466,1967-02-16,shu14779@gmail.com,Gold,"No. 285, Jalan D16",Petaling Jaya,Selangor,46300,2022-01-16
14780,Fatimah,binti Ismail,54,Female,014-3712115,1968-01-11,fatimah14780@gmail.com,Bronze,"No. 298, Jalan G18",Wangsa Maju,Wilayah Persekutuan,53200,2022-01-16
14781,Balqis,binti Hassan,42,Female,012-9573154,1979-04-16,balqis14781@gmail.com,Bronze,"No. 191, Jalan G16",Melaka,Melaka,75350,2022-01-16
14782,Lakshmi,a/p Krishnan,19,Female,016-2343591,2002-03-17,lakshmi14782@gmail.com,Silver,"No. 231, Jalan B7",Klang,Selangor,41150,2022-01-16
14783,Izzati,binti Osman,22,Female,014-7420788,1999-02-12,izzati14783@gmail.com,Silver,"No. 98, Jalan G8",Selayang,Selangor,68100,2022-01-16
14784,Sze Min,Chua,47,Female,014-9263368,1974-05-22,sze14784@gmail.com,Bronze,"No. 58, Jalan C3",Setapak,Wilayah Persekutuan,53000,2022-01-16
14785,Aiman,bin Ahmad,25,Male,016-3110461,1996-07-11,aiman14785@gmail.com,Bronze,"No. 74, Jalan G15",Setapak,Wilayah Persekutuan,53000,2022-01-16
14786,Nurin,binti Osman,42,Female,019-9546862,1979-05-14,nurin14786@gmail.com,Silver,"No. 239, Jalan C9",Gombak,Wilayah Persekutuan,68100,2022-01-16
14787,Li Wen,Goh,34,Female,017-2766081,1987-08-17,li14787@gmail.com,Bronze,"No. 26, Jalan A9",Petaling Jaya,Selangor,47301,2022-01-17
14788,Fatimah,binti Ismail,46,Female,010-8815229,1975-11-06,fatimah14788@gmail.com,Bronze,"No. 93, Jalan C2",Johor Bahru,Johor,81300,2022-01-17
14789,Rohani,binti Yusof,24,Female,017-3580315,1997-11-27,rohani14789@gmail.com,Gold,"No. 202, Jalan C4",George Town,Pulau Pinang,10300,2022-01-17
14790,Shu Fen,Cheah,49,Female,015-1371161,1972-01-28,shu14790@gmail.com,Bronze,"No. 300, Jalan F4",Puchong,Selangor,47100,2022-01-17
14791,Jasmine,Ng,44,Female,017-3727204,1977-06-18,jasmine14791@gmail.com,Bronze,"No. 15, Jalan E20",Puchong,Selangor,47150,2022-01-17
