sal_pay_ID,st_ID,pay_period,base_amt,bonus_amt,deduction_amt,payment_date
35,42,2019-01,2305.30,0.00,253.58,2019-01-25
36,43,2019-01,1505.05,0.00,165.56,2019-01-25
37,44,2019-01,1606.14,0.00,176.68,2019-01-25
38,45,2019-01,1490.95,0.00,164.00,2019-01-25
39,46,2019-01,2646.00,0.00,291.06,2019-01-25
40,47,2019-01,1685.13,0.00,185.36,2019-01-25
41,48,2019-01,1556.75,0.00,171.24,2019-01-25
42,49,2019-01,1660.90,0.00,182.70,2019-01-25
43,50,2019-01,1624.65,0.00,178.71,2019-01-25
44,60,2019-01,4735.02,0.00,520.85,2019-01-25
45,61,2019-01,2116.77,0.00,232.84,2019-01-25
46,62,2019-01,1760.89,0.00,193.70,2019-01-25
47,63,2019-01,2162.10,0.00,237.83,2019-01-25
48,64,2019-01,1604.26,0.00,176.47,2019-01-25
49,65,2019-01,1790.82,0.00,196.99,2019-01-25
50,66,2019-01,1702.20,0.00,187.24,2019-01-25
51,67,2019-01,1918.80,0.00,211.07,2019-01-25
52,68,2019-01,1696.82,0.00,186.65,2019-01-25
53,69,2019-01,1455.58,0.00,160.11,2019-01-25
54,70,2019-01,2274.94,0.00,250.24,2019-01-25
55,71,2019-01,2967.91,0.00,326.47,2019-01-25
56,72,2019-01,2686.00,0.00,295.46,2019-01-25
57,73,2019-01,1738.11,0.00,191.19,2019-01-25
58,74,2019-01,1685.27,0.00,185.38,2019-01-25
59,75,2019-01,1700.17,0.00,187.02,2019-01-25
60,76,2019-01,1792.88,0.00,197.22,2019-01-25
61,82,2019-01,4753.69,0.00,522.91,2019-01-25
62,83,2019-01,2760.39,0.00,303.64,2019-01-25
63,84,2019-01,1595.30,0.00,175.48,2019-01-25
64,85,2019-01,2785.32,0.00,306.39,2019-01-25
65,86,2019-01,1502.13,0.00,165.23,2019-01-25
66,87,2019-01,2078.84,0.00,228.67,2019-01-25
67,88,2019-01,1537.48,0.00,169.12,2019-01-25
68,89,2019-01,2183.53,0.00,240.19,2019-01-25
69,90,2019-01,1789.61,0.00,196.86,2019-01-25
70,91,2019-01,1721.22,0.00,189.33,2019-01-25
71,92,2019-01,1846.58,0.00,203.12,2019-01-25
72,93,2019-01,1523.12,0.00,167.54,2019-01-25
73,94,2019-01,1905.08,0.00,209.56,2019-01-25
74,95,2019-01,1583.31,0.00,174.16,2019-01-25
75,100,2019-01,4727.32,0.00,520.01,2019-01-25
76,101,2019-01,1589.89,0.00,174.89,2019-01-25
77,102,2019-01,1580.45,0.00,173.85,2019-01-25
78,103,2019-01,2756.84,0.00,303.25,2019-01-25
79,104,2019-01,1629.82,0.00,179.28,2019-01-25
80,105,2019-01,2169.67,0.00,238.66,2019-01-25
81,106,2019-01,2052.09,0.00,225.73,2019-01-25
82,107,2019-01,2647.33,0.00,291.21,2019-01-25
83,108,2019-01,2062.53,0.00,226.88,2019-01-25
84,109,2019-01,1551.80,0.00,170.70,2019-01-25
85,110,2019-01,1683.78,0.00,185.22,2019-01-25
86,111,2019-01,1536.46,0.00,169.01,2019-01-25
87,115,2019-01,4365.95,0.00,480.25,2019-01-25
88,116,2019-01,2222.76,0.00,244.50,2019-01-25
89,117,2019-01,1534.92,0.00,168.84,2019-01-25
90,118,2019-01,2753.83,0.00,302.92,2019-01-25
91,119,2019-01,1619.35,0.00,178.13,2019-01-25
92,120,2019-01,1513.92,0.00,166.53,2019-01-25
93,121,2019-01,1759.24,0.00,193.52,2019-01-25
94,122,2019-01,1603.65,0.00,176.40,2019-01-25
95,123,2019-01,1572.59,0.00,172.98,2019-01-25
96,124,2019-01,2086.46,0.00,229.51,2019-01-25
97,125,2019-01,2220.42,0.00,244.25,2019-01-25
98,126,2019-01,3056.45,0.00,336.21,2019-01-25
99,127,2019-01,1547.30,0.00,170.20,2019-01-25
100,128,2019-01,1492.16,0.00,164.14,2019-01-25
101,129,2019-01,1604.39,0.00,176.48,2019-01-25
102,136,2019-01,4768.09,0.00,524.49,2019-01-25
103,137,2019-01,1595.58,0.00,175.51,2019-01-25
104,138,2019-01,2812.21,0.00,309.34,2019-01-25
105,139,2019-01,1469.74,0.00,161.67,2019-01-25
106,140,2019-01,1686.45,0.00,185.51,2019-01-25
107,141,2019-01,2239.18,0.00,246.31,2019-01-25
108,142,2019-01,1709.64,0.00,188.06,2019-01-25
109,143,2019-01,2005.63,0.00,220.62,2019-01-25
110,144,2019-01,2093.11,0.00,230.24,2019-01-25
111,145,2019-01,1464.42,0.00,161.09,2019-01-25
112,146,2019-01,2658.42,0.00,292.43,2019-01-25
113,147,2019-01,1640.70,0.00,180.48,2019-01-25
114,148,2019-01,1767.58,0.00,194.43,2019-01-25
115,149,2019-01,1545.88,0.00,170.05,2019-01-25
116,156,2019-01,4447.69,0.00,489.25,2019-01-25
117,157,2019-01,1858.45,0.00,204.43,2019-01-25
118,158,2019-01,1650.21,0.00,181.52,2019-01-25
119,159,2019-01,1947.00,0.00,214.17,2019-01-25
120,160,2019-01,2695.28,0.00,296.48,2019-01-25
121,161,2019-01,2066.82,0.00,227.35,2019-01-25
122,162,2019-01,1456.76,0.00,160.24,2019-01-25
123,163,2019-01,1959.21,0.00,215.51,2019-01-25
124,164,2019-01,1786.29,0.00,196.49,2019-01-25
125,165,2019-01,1552.98,0.00,170.83,2019-01-25
126,166,2019-01,2894.12,0.00,318.35,2019-01-25
127,167,2019-01,1487.93,0.00,163.67,2019-01-25
128,168,2019-01,1689.23,0.00,185.82,2019-01-25
129,169,2019-01,1784.06,0.00,196.25,2019-01-25
130,176,2019-01,4378.09,0.00,481.59,2019-01-25
131,177,2019-01,1662.28,0.00,182.85,2019-01-25
132,178,2019-01,1713.48,0.00,188.48,2019-01-25
133,179,2019-01,3004.11,0.00,330.45,2019-01-25
134,180,2019-01,1741.06,0.00,191.52,2019-01-25
135,181,2019-01,1473.61,0.00,162.10,2019-01-25
136,182,2019-01,1755.53,0.00,193.11,2019-01-25
137,183,2019-01,2074.16,0.00,228.16,2019-01-25
138,184,2019-01,2181.28,0.00,239.94,2019-01-25
139,185,2019-01,1661.16,0.00,182.73,2019-01-25
140,186,2019-01,1673.87,0.00,184.13,2019-01-25
141,187,2019-01,1678.59,0.00,184.64,2019-01-25
142,191,2019-01,4676.54,0.00,514.42,2019-01-25
143,192,2019-01,1820.12,0.00,200.21,2019-01-25
144,193,2019-01,2207.56,0.00,242.83,2019-01-25
145,194,2019-01,2917.56,0.00,320.93,2019-01-25
146,195,2019-01,3048.36,0.00,335.32,2019-01-25
147,196,2019-01,2098.75,0.00,230.86,2019-01-25
148,197,2019-01,1733.14,0.00,190.65,2019-01-25
149,198,2019-01,1766.16,0.00,194.28,2019-01-25
150,199,2019-01,1512.48,0.00,166.37,2019-01-25
151,200,2019-01,1635.00,0.00,179.85,2019-01-25
152,201,2019-01,1950.75,0.00,214.58,2019-01-25
153,202,2019-01,1704.20,0.00,187.46,2019-01-25
154,203,2019-01,1726.15,0.00,189.88,2019-01-25
155,204,2019-01,1735.80,0.00,190.94,2019-01-25
156,207,2019-01,4219.23,0.00,464.12,2019-01-25
157,208,2019-01,1458.72,0.00,160.46,2019-01-25
158,209,2019-01,1549.56,0.00,170.45,2019-01-25
159,210,2019-01,1875.90,0.00,206.35,2019-01-25
160,211,2019-01,1469.13,0.00,161.60,2019-01-25
161,212,2019-01,1530.13,0.00,168.31,2019-01-25
162,213,2019-01,2061.62,0.00,226.78,2019-01-25
163,214,2019-01,2143.84,0.00,235.82,2019-01-25
164,215,2019-01,2719.42,0.00,299.14,2019-01-25
165,216,2019-01,2719.54,0.00,299.15,2019-01-25
166,217,2019-01,1976.54,0.00,217.42,2019-01-25
167,218,2019-01,1578.68,0.00,173.65,2019-01-25
168,219,2019-01,1714.16,0.00,188.56,2019-01-25
169,225,2019-01,4492.94,0.00,494.22,2019-01-25
170,226,2019-01,1756.06,0.00,193.17,2019-01-25
171,227,2019-01,1685.71,0.00,185.43,2019-01-25
172,228,2019-01,2995.73,0.00,329.53,2019-01-25
173,229,2019-01,1570.32,0.00,172.74,2019-01-25
174,230,2019-01,1468.46,0.00,161.53,2019-01-25
175,231,2019-01,1906.27,0.00,209.69,2019-01-25
176,232,2019-01,1463.74,0.00,161.01,2019-01-25
177,233,2019-01,1612.15,0.00,177.34,2019-01-25
178,234,2019-01,2231.71,0.00,245.49,2019-01-25
179,235,2019-01,1524.24,0.00,167.67,2019-01-25
180,236,2019-01,1786.89,0.00,196.56,2019-01-25
181,237,2019-01,4678.07,0.00,514.59,2019-01-25
182,1,2019-02,4475.32,0.00,492.29,2019-02-25
183,2,2019-02,1488.40,0.00,163.72,2019-02-25
184,3,2019-02,1510.57,0.00,166.16,2019-02-25
185,4,2019-02,2108.95,0.00,231.98,2019-02-25
186,5,2019-02,1963.75,0.00,216.01,2019-02-25
187,6,2019-02,1541.48,0.00,169.56,2019-02-25
188,7,2019-02,2702.63,0.00,297.29,2019-02-25
189,8,2019-02,2285.18,0.00,251.37,2019-02-25
190,9,2019-02,1565.95,0.00,172.25,2019-02-25
191,10,2019-02,1599.39,0.00,175.93,2019-02-25
192,11,2019-02,2711.31,0.00,298.24,2019-02-25
193,12,2019-02,1948.40,0.00,214.32,2019-02-25
194,13,2019-02,3034.43,0.00,333.79,2019-02-25
195,14,2019-02,1880.56,0.00,206.86,2019-02-25
196,15,2019-02,1685.67,0.00,185.42,2019-02-25
197,16,2019-02,1751.51,0.00,192.67,2019-02-25
198,17,2019-02,1581.39,0.00,173.95,2019-02-25
199,18,2019-02,1599.53,0.00,175.95,2019-02-25
200,19,2019-02,1552.78,0.00,170.81,2019-02-25
201,20,2019-02,1522.71,0.00,167.50,2019-02-25
202,28,2019-02,4269.18,0.00,469.61,2019-02-25
203,29,2019-02,1535.76,0.00,168.93,2019-02-25
204,30,2019-02,2616.94,0.00,287.86,2019-02-25
205,31,2019-02,1742.39,0.00,191.66,2019-02-25
206,32,2019-02,2238.34,0.00,246.22,2019-02-25
207,33,2019-02,1708.19,0.00,187.90,2019-02-25
208,34,2019-02,1675.08,0.00,184.26,2019-02-25
209,35,2019-02,1673.54,0.00,184.09,2019-02-25
210,36,2019-02,1977.53,0.00,217.53,2019-02-25
211,37,2019-02,2703.17,0.00,297.35,2019-02-25
212,38,2019-02,1511.95,0.00,166.31,2019-02-25
213,39,2019-02,1743.12,0.00,191.74,2019-02-25
214,40,2019-02,2023.69,0.00,222.61,2019-02-25
215,41,2019-02,1987.56,0.00,218.63,2019-02-25
216,42,2019-02,2292.05,0.00,252.13,2019-02-25
217,43,2019-02,1504.23,0.00,165.47,2019-02-25
218,44,2019-02,1601.67,0.00,176.18,2019-02-25
219,45,2019-02,1494.88,0.00,164.44,2019-02-25
220,46,2019-02,2637.55,0.00,290.13,2019-02-25
221,47,2019-02,1675.02,0.00,184.25,2019-02-25
222,48,2019-02,1548.68,0.00,170.35,2019-02-25
223,49,2019-02,1652.74,0.00,181.80,2019-02-25
224,50,2019-02,1614.46,0.00,177.59,2019-02-25
225,51,2019-02,1770.32,0.00,194.74,2019-02-25
226,60,2019-02,4709.87,0.00,518.09,2019-02-25
227,61,2019-02,2105.81,0.00,231.64,2019-02-25
228,62,2019-02,1753.98,0.00,192.94,2019-02-25
229,63,2019-02,2161.11,0.00,237.72,2019-02-25
230,64,2019-02,1602.17,0.00,176.24,2019-02-25
231,65,2019-02,1779.18,0.00,195.71,2019-02-25
232,66,2019-02,1708.16,0.00,187.90,2019-02-25
233,67,2019-02,1925.87,0.00,211.85,2019-02-25
234,68,2019-02,1699.20,0.00,186.91,2019-02-25
235,69,2019-02,1457.25,0.00,160.30,2019-02-25
236,70,2019-02,2270.00,0.00,249.70,2019-02-25
237,71,2019-02,2953.91,0.00,324.93,2019-02-25
238,72,2019-02,2698.73,0.00,296.86,2019-02-25
239,73,2019-02,1722.17,0.00,189.44,2019-02-25
240,74,2019-02,1685.68,0.00,185.42,2019-02-25
241,75,2019-02,1702.32,0.00,187.26,2019-02-25
242,76,2019-02,1801.78,0.00,198.20,2019-02-25
243,82,2019-02,4788.53,0.00,526.74,2019-02-25
244,83,2019-02,2764.01,0.00,304.04,2019-02-25
245,84,2019-02,1586.96,0.00,174.57,2019-02-25
246,85,2019-02,2779.91,0.00,305.79,2019-02-25
247,86,2019-02,1500.90,0.00,165.10,2019-02-25
248,87,2019-02,2072.31,0.00,227.95,2019-02-25
249,88,2019-02,1548.07,0.00,170.29,2019-02-25
250,89,2019-02,2173.57,0.00,239.09,2019-02-25
251,90,2019-02,1791.86,0.00,197.10,2019-02-25
252,91,2019-02,1706.78,0.00,187.75,2019-02-25
253,92,2019-02,1849.62,0.00,203.46,2019-02-25
254,93,2019-02,1522.89,0.00,167.52,2019-02-25
255,94,2019-02,1900.61,0.00,209.07,2019-02-25
256,95,2019-02,1588.38,0.00,174.72,2019-02-25
257,100,2019-02,4719.46,0.00,519.14,2019-02-25
258,101,2019-02,1597.62,0.00,175.74,2019-02-25
259,102,2019-02,1584.42,0.00,174.29,2019-02-25
260,103,2019-02,2739.01,0.00,301.29,2019-02-25
261,104,2019-02,1615.81,0.00,177.74,2019-02-25
262,105,2019-02,2168.15,0.00,238.50,2019-02-25
263,106,2019-02,2051.30,0.00,225.64,2019-02-25
264,107,2019-02,2649.11,0.00,291.40,2019-02-25
265,108,2019-02,2045.54,0.00,225.01,2019-02-25
266,109,2019-02,1552.05,0.00,170.73,2019-02-25
267,110,2019-02,1681.63,0.00,184.98,2019-02-25
268,111,2019-02,1527.85,0.00,168.06,2019-02-25
269,115,2019-02,4341.02,0.00,477.51,2019-02-25
270,116,2019-02,2203.05,0.00,242.34,2019-02-25
271,117,2019-02,1538.50,0.00,169.24,2019-02-25
272,118,2019-02,2745.91,0.00,302.05,2019-02-25
273,119,2019-02,1603.68,0.00,176.40,2019-02-25
274,120,2019-02,1514.00,0.00,166.54,2019-02-25
275,121,2019-02,1763.00,0.00,193.93,2019-02-25
276,122,2019-02,1594.08,0.00,175.35,2019-02-25
277,123,2019-02,1577.85,0.00,173.56,2019-02-25
278,124,2019-02,2087.35,0.00,229.61,2019-02-25
279,125,2019-02,2241.50,0.00,246.56,2019-02-25
280,126,2019-02,3062.83,0.00,336.91,2019-02-25
281,127,2019-02,1552.52,0.00,170.78,2019-02-25
282,128,2019-02,1488.13,0.00,163.69,2019-02-25
283,129,2019-02,1597.28,0.00,175.70,2019-02-25
284,130,2019-02,1808.64,0.00,198.95,2019-02-25
285,136,2019-02,4785.02,0.00,526.35,2019-02-25
286,137,2019-02,1592.77,0.00,175.20,2019-02-25
287,138,2019-02,2834.73,0.00,311.82,2019-02-25
288,139,2019-02,1474.28,0.00,162.17,2019-02-25
289,140,2019-02,1686.52,0.00,185.52,2019-02-25
290,141,2019-02,2238.58,0.00,246.24,2019-02-25
291,142,2019-02,1707.88,0.00,187.87,2019-02-25
292,143,2019-02,2012.41,0.00,221.37,2019-02-25
293,144,2019-02,2095.92,0.00,230.55,2019-02-25
294,145,2019-02,1463.86,0.00,161.02,2019-02-25
295,146,2019-02,2657.00,0.00,292.27,2019-02-25
296,147,2019-02,1637.30,0.00,180.10,2019-02-25
297,148,2019-02,1758.54,0.00,193.44,2019-02-25
298,149,2019-02,1549.34,0.00,170.43,2019-02-25
299,156,2019-02,4426.26,0.00,486.89,2019-02-25
300,157,2019-02,1845.55,0.00,203.01,2019-02-25
301,158,2019-02,1649.63,0.00,181.46,2019-02-25
302,159,2019-02,1937.33,0.00,213.11,2019-02-25
303,160,2019-02,2711.56,0.00,298.27,2019-02-25
304,161,2019-02,2064.43,0.00,227.09,2019-02-25
305,162,2019-02,1449.48,0.00,159.44,2019-02-25
306,163,2019-02,1949.62,0.00,214.46,2019-02-25
307,164,2019-02,1782.31,0.00,196.05,2019-02-25
308,165,2019-02,1558.21,0.00,171.40,2019-02-25
309,166,2019-02,2895.38,0.00,318.49,2019-02-25
310,167,2019-02,1482.28,0.00,163.05,2019-02-25
311,168,2019-02,1685.09,0.00,185.36,2019-02-25
312,169,2019-02,1781.73,0.00,195.99,2019-02-25
313,176,2019-02,4413.36,0.00,485.47,2019-02-25
314,177,2019-02,1663.09,0.00,182.94,2019-02-25
315,178,2019-02,1714.95,0.00,188.64,2019-02-25
316,179,2019-02,3007.60,0.00,330.84,2019-02-25
317,180,2019-02,1733.47,0.00,190.68,2019-02-25
318,181,2019-02,1472.39,0.00,161.96,2019-02-25
319,182,2019-02,1753.30,0.00,192.86,2019-02-25
320,183,2019-02,2085.77,0.00,229.43,2019-02-25
321,184,2019-02,2171.39,0.00,238.85,2019-02-25
322,185,2019-02,1660.11,0.00,182.61,2019-02-25
323,186,2019-02,1671.38,0.00,183.85,2019-02-25
324,187,2019-02,1677.06,0.00,184.48,2019-02-25
325,191,2019-02,4663.36,0.00,512.97,2019-02-25
326,192,2019-02,1836.03,0.00,201.96,2019-02-25
327,193,2019-02,2192.75,0.00,241.20,2019-02-25
328,194,2019-02,2895.06,0.00,318.46,2019-02-25
329,195,2019-02,3050.58,0.00,335.56,2019-02-25
330,196,2019-02,2088.89,0.00,229.78,2019-02-25
331,197,2019-02,1719.88,0.00,189.19,2019-02-25
332,198,2019-02,1767.92,0.00,194.47,2019-02-25
333,199,2019-02,1511.50,0.00,166.27,2019-02-25
334,200,2019-02,1634.22,0.00,179.76,2019-02-25
335,201,2019-02,1946.67,0.00,214.13,2019-02-25
336,202,2019-02,1700.42,0.00,187.05,2019-02-25
337,203,2019-02,1712.33,0.00,188.36,2019-02-25
338,204,2019-02,1748.48,0.00,192.33,2019-02-25
339,207,2019-02,4208.13,0.00,462.89,2019-02-25
340,208,2019-02,1458.84,0.00,160.47,2019-02-25
341,209,2019-02,1550.97,0.00,170.61,2019-02-25
342,210,2019-02,1878.23,0.00,206.61,2019-02-25
343,211,2019-02,1475.06,0.00,162.26,2019-02-25
344,212,2019-02,1530.28,0.00,168.33,2019-02-25
345,213,2019-02,2074.73,0.00,228.22,2019-02-25
346,214,2019-02,2138.38,0.00,235.22,2019-02-25
347,215,2019-02,2706.83,0.00,297.75,2019-02-25
348,216,2019-02,2713.20,0.00,298.45,2019-02-25
349,217,2019-02,1981.55,0.00,217.97,2019-02-25
350,218,2019-02,1570.78,0.00,172.79,2019-02-25
351,219,2019-02,1721.18,0.00,189.33,2019-02-25
352,225,2019-02,4510.79,0.00,496.19,2019-02-25
353,226,2019-02,1763.71,0.00,194.01,2019-02-25
354,227,2019-02,1681.74,0.00,184.99,2019-02-25
355,228,2019-02,2986.57,0.00,328.52,2019-02-25
356,229,2019-02,1560.31,0.00,171.63,2019-02-25
357,230,2019-02,1467.80,0.00,161.46,2019-02-25
358,231,2019-02,1905.60,0.00,209.62,2019-02-25
359,232,2019-02,1462.55,0.00,160.88,2019-02-25
360,233,2019-02,1612.97,0.00,177.43,2019-02-25
361,234,2019-02,2213.67,0.00,243.50,2019-02-25
362,235,2019-02,1534.20,0.00,168.76,2019-02-25
363,236,2019-02,1799.52,0.00,197.95,2019-02-25
364,237,2019-02,4667.48,0.00,513.42,2019-02-25
365,238,2019-02,1878.25,0.00,206.61,2019-02-25
366,1,2019-03,4497.78,0.00,494.76,2019-03-25
367,2,2019-03,1481.85,0.00,163.00,2019-03-25
368,3,2019-03,1517.15,0.00,166.89,2019-03-25
369,4,2019-03,2098.99,0.00,230.89,2019-03-25
370,5,2019-03,1971.05,0.00,216.82,2019-03-25
371,6,2019-03,1541.63,0.00,169.58,2019-03-25
372,7,2019-03,2676.11,0.00,294.37,2019-03-25
373,8,2019-03,2294.47,0.00,252.39,2019-03-25
374,9,2019-03,1561.58,0.00,171.77,2019-03-25
375,10,2019-03,1604.05,0.00,176.45,2019-03-25
376,11,2019-03,2718.15,0.00,299.00,2019-03-25
377,12,2019-03,1955.90,0.00,215.15,2019-03-25
378,13,2019-03,3030.48,0.00,333.35,2019-03-25
379,14,2019-03,1878.70,0.00,206.66,2019-03-25
380,15,2019-03,1681.44,0.00,184.96,2019-03-25
381,16,2019-03,1752.42,0.00,192.77,2019-03-25
382,17,2019-03,1585.96,0.00,174.46,2019-03-25
383,18,2019-03,1598.13,0.00,175.79,2019-03-25
384,19,2019-03,1551.97,0.00,170.72,2019-03-25
385,20,2019-03,1509.83,0.00,166.08,2019-03-25
386,21,2019-03,1657.36,0.00,182.31,2019-03-25
387,28,2019-03,4249.15,0.00,467.41,2019-03-25
388,29,2019-03,1530.15,0.00,168.32,2019-03-25
389,30,2019-03,2629.13,0.00,289.20,2019-03-25
390,31,2019-03,1739.89,0.00,191.39,2019-03-25
391,32,2019-03,2258.43,0.00,248.43,2019-03-25
392,33,2019-03,1714.97,0.00,188.65,2019-03-25
393,34,2019-03,1663.66,0.00,183.00,2019-03-25
394,35,2019-03,1667.62,0.00,183.44,2019-03-25
395,36,2019-03,1981.49,0.00,217.96,2019-03-25
396,37,2019-03,2714.19,0.00,298.56,2019-03-25
397,38,2019-03,1503.71,0.00,165.41,2019-03-25
398,39,2019-03,1749.66,0.00,192.46,2019-03-25
399,40,2019-03,2027.11,0.00,222.98,2019-03-25
400,41,2019-03,1971.95,0.00,216.91,2019-03-25
401,42,2019-03,2301.45,0.00,253.16,2019-03-25
402,43,2019-03,1510.91,0.00,166.20,2019-03-25
403,44,2019-03,1600.82,0.00,176.09,2019-03-25
404,45,2019-03,1500.05,0.00,165.01,2019-03-25
405,46,2019-03,2650.10,0.00,291.51,2019-03-25
406,47,2019-03,1685.56,0.00,185.41,2019-03-25
407,48,2019-03,1549.90,0.00,170.49,2019-03-25
408,49,2019-03,1659.01,0.00,182.49,2019-03-25
409,50,2019-03,1617.65,0.00,177.94,2019-03-25
410,51,2019-03,1770.70,0.00,194.78,2019-03-25
411,60,2019-03,4709.72,0.00,518.07,2019-03-25
412,61,2019-03,2103.67,0.00,231.40,2019-03-25
413,62,2019-03,1749.93,0.00,192.49,2019-03-25
414,63,2019-03,2166.97,0.00,238.37,2019-03-25
415,64,2019-03,1601.53,0.00,176.17,2019-03-25
416,65,2019-03,1782.76,0.00,196.10,2019-03-25
417,66,2019-03,1704.81,0.00,187.53,2019-03-25
418,67,2019-03,1921.76,0.00,211.39,2019-03-25
419,68,2019-03,1698.36,0.00,186.82,2019-03-25
420,69,2019-03,1464.73,0.00,161.12,2019-03-25
421,70,2019-03,2269.65,0.00,249.66,2019-03-25
422,71,2019-03,2982.15,0.00,328.04,2019-03-25
423,72,2019-03,2692.58,0.00,296.18,2019-03-25
424,73,2019-03,1731.30,0.00,190.44,2019-03-25
425,74,2019-03,1685.16,0.00,185.37,2019-03-25
426,75,2019-03,1689.65,0.00,185.86,2019-03-25
427,76,2019-03,1795.77,0.00,197.53,2019-03-25
428,82,2019-03,4787.68,0.00,526.64,2019-03-25
429,83,2019-03,2757.65,0.00,303.34,2019-03-25
430,84,2019-03,1587.75,0.00,174.65,2019-03-25
431,85,2019-03,2764.89,0.00,304.14,2019-03-25
432,86,2019-03,1502.29,0.00,165.25,2019-03-25
433,87,2019-03,2085.26,0.00,229.38,2019-03-25
434,88,2019-03,1544.01,0.00,169.84,2019-03-25
435,89,2019-03,2188.99,0.00,240.79,2019-03-25
436,90,2019-03,1782.12,0.00,196.03,2019-03-25
437,91,2019-03,1714.58,0.00,188.60,2019-03-25
438,92,2019-03,1850.63,0.00,203.57,2019-03-25
439,93,2019-03,1514.22,0.00,166.56,2019-03-25
440,94,2019-03,1895.22,0.00,208.47,2019-03-25
441,95,2019-03,1588.30,0.00,174.71,2019-03-25
442,96,2019-03,1607.38,0.00,176.81,2019-03-25
443,100,2019-03,4725.10,0.00,519.76,2019-03-25
444,101,2019-03,1592.12,0.00,175.13,2019-03-25
445,102,2019-03,1578.35,0.00,173.62,2019-03-25
446,103,2019-03,2737.39,0.00,301.11,2019-03-25
447,104,2019-03,1629.67,0.00,179.26,2019-03-25
448,105,2019-03,2154.32,0.00,236.98,2019-03-25
449,106,2019-03,2049.15,0.00,225.41,2019-03-25
450,107,2019-03,2648.53,0.00,291.34,2019-03-25
451,108,2019-03,2059.87,0.00,226.59,2019-03-25
452,109,2019-03,1548.51,0.00,170.34,2019-03-25
453,110,2019-03,1689.83,0.00,185.88,2019-03-25
454,111,2019-03,1533.21,0.00,168.65,2019-03-25
455,115,2019-03,4344.22,0.00,477.86,2019-03-25
456,116,2019-03,2205.60,0.00,242.62,2019-03-25
457,117,2019-03,1538.46,0.00,169.23,2019-03-25
458,118,2019-03,2756.39,0.00,303.20,2019-03-25
459,119,2019-03,1618.30,0.00,178.01,2019-03-25
460,120,2019-03,1508.95,0.00,165.98,2019-03-25
461,121,2019-03,1751.71,0.00,192.69,2019-03-25
462,122,2019-03,1597.50,0.00,175.72,2019-03-25
463,123,2019-03,1572.46,0.00,172.97,2019-03-25
464,124,2019-03,2103.25,0.00,231.36,2019-03-25
465,125,2019-03,2239.28,0.00,246.32,2019-03-25
466,126,2019-03,3071.63,0.00,337.88,2019-03-25
467,127,2019-03,1553.82,0.00,170.92,2019-03-25
468,128,2019-03,1488.89,0.00,163.78,2019-03-25
469,129,2019-03,1606.04,0.00,176.66,2019-03-25
470,130,2019-03,1812.18,0.00,199.34,2019-03-25
471,131,2019-03,1773.61,0.00,195.10,2019-03-25
472,136,2019-03,4753.68,0.00,522.90,2019-03-25
473,137,2019-03,1597.32,0.00,175.71,2019-03-25
474,138,2019-03,2821.19,0.00,310.33,2019-03-25
475,139,2019-03,1466.60,0.00,161.33,2019-03-25
476,140,2019-03,1690.40,0.00,185.94,2019-03-25
477,141,2019-03,2237.14,0.00,246.09,2019-03-25
478,142,2019-03,1719.76,0.00,189.17,2019-03-25
479,143,2019-03,2007.44,0.00,220.82,2019-03-25
