st_ID,br_ID,st_first_name,st_last_name,st_position,st_address_line,st_city,st_state,st_postcode,st_DOB,st_gender,st_email,st_phone,st_hire_date,st_status
48,2,Adam,bin Ismail,Beauty Therapist,"No. 54, Jalan 14/22",Petaling Jaya,Selangor,47300,1985-01-25,Male,adam.48@glowbeauty.com.my,012-7852902,2018-01-23,Resigned
49,2,Zarina,binti Rahman,Cashier,"No. 158, Jalan 11/1",Petaling Jaya,Selangor,47300,1992-01-07,Female,zarina.49@glowbeauty.com.my,013-8711137,2018-03-22,Active
50,2,Mei Ling,Wong,Receptionist,"No. 141, Jalan 15/26",Petaling Jaya,Selangor,47300,1987-07-04,Female,mei.50@glowbeauty.com.my,010-5068323,2018-05-08,Active
51,2,Nabila,binti Razak,Sales Assistant,"No. 108, Jalan 20/8",Petaling Jaya,Selangor,47300,1987-01-13,Female,nabila.51@glowbeauty.com.my,016-9635756,2019-02-14,Active
52,2,Amelia,binti Hamid,Beauty Therapist,"No. 179, Jalan 7/20",Petaling Jaya,Selangor,47300,1994-02-09,Female,amelia.52@glowbeauty.com.my,018-8459222,2019-04-17,Active
53,2,Nurin,binti Ismail,Beauty Therapist,"No. 14, Jalan 8/14",Petaling Jaya,Selangor,47300,1990-12-25,Female,nurin.53@glowbeauty.com.my,019-5424945,2022-03-05,Active
54,2,Chloe,Sim,Sales Assistant,"No. 1, Jalan 5/23",Petaling Jaya,Selangor,47300,1993-07-10,Female,chloe.54@glowbeauty.com.my,012-5170319,2022-05-06,Active
55,2,Jia Yi,Wong,Cashier,"No. 210, Jalan 14/9",Petaling Jaya,Selangor,47300,1999-06-11,Female,jia.55@glowbeauty.com.my,015-8335584,2022-05-11,Active
56,2,Zarina,binti Razak,Cashier,"No. 22, Jalan 1/14",Petaling Jaya,Selangor,47300,2001-06-16,Female,zarina.56@glowbeauty.com.my,018-7802906,2022-05-26,Active
57,2,Yasmin,binti Ahmad,Beauty Therapist,"No. 11, Jalan 17/11",Petaling Jaya,Selangor,47300,1998-07-10,Female,yasmin.57@glowbeauty.com.my,015-8844414,2022-06-21,Active
58,2,Hannah,binti Yusof,Beauty Therapist,"No. 138, Jalan 3/15",Petaling Jaya,Selangor,47300,1988-03-20,Female,hannah.58@glowbeauty.com.my,015-9225826,2022-06-24,Active
59,2,Aisyah,binti Razak,Beauty Therapist,"No. 18, Jalan 6/5",Petaling Jaya,Selangor,47300,1992-07-25,Female,aisyah.59@glowbeauty.com.my,017-4907908,2023-04-28,Active
60,3,Balqis,binti Hamid,Branch Manager,"No. 129, Jalan 15/19",Johor Bahru,Johor,81100,1979-12-25,Female,balqis.60@glowbeauty.com.my,018-5035744,2017-05-19,Active
61,3,Kavitha,a/p Rajan,Beauty Therapist,"No. 216, Jalan 20/21",Johor Bahru,Johor,81100,1985-01-19,Female,kavitha.61@glowbeauty.com.my,011-8172516,2017-06-12,Active
62,3,Kevin,Chua,Beauty Therapist,"No. 1, Jalan 18/9",Johor Bahru,Johor,81100,1988-02-16,Male,kevin.62@glowbeauty.com.my,012-5598568,2017-07-01,Active
63,3,Izzati,binti Zainal,Beauty Therapist,"No. 241, Jalan 3/21",Johor Bahru,Johor,81100,1988-02-07,Female,izzati.63@glowbeauty.com.my,019-4315116,2017-07-07,Active
64,3,Irfan,bin Hamid,Beauty Therapist,"No. 209, Jalan 15/23",Johor Bahru,Johor,81100,1984-11-12,Male,irfan.64@glowbeauty.com.my,015-8839373,2017-07-10,Resigned
65,3,Xin Yi,Chan,Receptionist,"No. 207, Jalan 9/10",Johor Bahru,Johor,81100,1985-09-24,Female,xin.65@glowbeauty.com.my,019-3830860,2017-07-16,Active
66,3,Nurul Huda,binti Razak,Cashier,"No. 155, Jalan 3/23",Johor Bahru,Johor,81100,1998-06-16,Female,nurul.66@glowbeauty.com.my,010-9232813,2017-07-17,Active
67,3,Aina,binti Ismail,Beauty Therapist,"No. 110, Jalan 9/14",Johor Bahru,Johor,81100,1986-01-13,Female,aina.67@glowbeauty.com.my,019-7511205,2017-07-19,Active
68,3,Yasmin,binti Hassan,Beauty Therapist,"No. 77, Jalan 13/25",Johor Bahru,Johor,81100,1994-06-21,Female,yasmin.68@glowbeauty.com.my,019-3993682,2017-09-18,Active
69,3,Hannah,binti Hassan,Sales Assistant,"No. 157, Jalan 7/13",Johor Bahru,Johor,81100,1996-08-30,Female,hannah.69@glowbeauty.com.my,010-5265591,2017-09-19,Resigned
70,3,Yasmin,binti Abdullah,Beauty Therapist,"No. 230, Jalan 18/9",Johor Bahru,Johor,81100,1990-07-24,Female,yasmin.70@glowbeauty.com.my,013-5930800,2017-09-19,Active
71,3,Wei Jie,Teoh,Senior Therapist,"No. 210, Jalan 10/15",Johor Bahru,Johor,81100,1977-09-09,Male,wei.71@glowbeauty.com.my,015-3143334,2017-09-24,Active
72,3,Zarina,binti Razak,Senior Therapist,"No. 76, Jalan 6/21",Johor Bahru,Johor,81100,1990-06-26,Female,zarina.72@glowbeauty.com.my,010-3118517,2017-09-24,Active
73,3,Xin Yi,Ong,Beauty Therapist,"No. 189, Jalan 5/23",Johor Bahru,Johor,81100,1990-06-07,Female,xin.73@glowbeauty.com.my,018-4787668,2017-12-16,Active
74,3,Kai Xin,Chong,Sales Assistant,"No. 82, Jalan 1/5",Johor Bahru,Johor,81100,1991-08-20,Female,kai.74@glowbeauty.com.my,011-1207933,2018-03-08,Active
75,3,Farah,binti Hassan,Beauty Therapist,"No. 146, Jalan 2/8",Johor Bahru,Johor,81100,1994-04-05,Female,farah.75@glowbeauty.com.my,013-3244932,2018-06-15,Active
76,3,Syafiq,bin Yusof,Sales Assistant,"No. 169, Jalan 10/19",Johor Bahru,Johor,81100,1996-07-19,Male,syafiq.76@glowbeauty.com.my,013-6096555,2018-12-21,Active
77,3,Hannah,binti Rahman,Beauty Therapist,"No. 158, Jalan 6/14",Johor Bahru,Johor,81100,1987-06-22,Female,hannah.77@glowbeauty.com.my,017-5098465,2019-04-07,Active
78,3,Danial,bin Rahman,Receptionist,"No. 135, Jalan 11/23",Johor Bahru,Johor,81100,1985-08-08,Male,danial.78@glowbeauty.com.my,012-2968403,2019-05-14,Active
79,3,Nabila,binti Zainal,Cashier,"No. 95, Jalan 2/4",Johor Bahru,Johor,81100,1993-09-19,Female,nabila.79@glowbeauty.com.my,011-9812623,2022-03-23,Active
80,3,Divya,a/p Rajan,Beauty Therapist,"No. 69, Jalan 15/10",Johor Bahru,Johor,81100,1990-08-08,Female,divya.80@glowbeauty.com.my,012-4343757,2022-04-20,Active
81,3,Nurin,binti Ahmad,Cashier,"No. 250, Jalan 20/29",Johor Bahru,Johor,81100,1997-11-02,Female,nurin.81@glowbeauty.com.my,012-5850216,2022-06-19,Active
82,4,Fatimah,binti Yusof,Branch Manager,"No. 206, Jalan 13/2",George Town,Pulau Pinang,10100,1976-11-05,Female,fatimah.82@glowbeauty.com.my,011-8220235,2017-12-09,Active
83,4,Hannah,binti Hamid,Senior Therapist,"No. 196, Jalan 8/29",George Town,Pulau Pinang,10100,1980-10-06,Female,hannah.83@glowbeauty.com.my,011-3656475,2018-01-12,Active
84,4,Yasmin,binti Abdullah,Sales Assistant,"No. 182, Jalan 15/24",George Town,Pulau Pinang,10100,1986-06-01,Female,yasmin.84@glowbeauty.com.my,017-1880874,2018-01-15,Active
85,4,Li Wen,Lee,Senior Therapist,"No. 108, Jalan 7/12",George Town,Pulau Pinang,10100,1976-07-28,Female,li.85@glowbeauty.com.my,011-4063697,2018-01-20,Active
86,4,Daniel,Ong,Beauty Therapist,"No. 36, Jalan 1/23",George Town,Pulau Pinang,10100,1990-10-04,Male,daniel.86@glowbeauty.com.my,015-7878565,2018-01-22,Resigned
87,4,Izzati,binti Hamid,Beauty Therapist,"No. 10, Jalan 14/9",George Town,Pulau Pinang,10100,1988-11-28,Female,izzati.87@glowbeauty.com.my,019-1393624,2018-02-18,Active
88,4,Nur Aina,binti Yusof,Cashier,"No. 41, Jalan 12/26",George Town,Pulau Pinang,10100,1983-12-16,Female,nur.88@glowbeauty.com.my,019-4303309,2018-02-19,Active
89,4,Ling Ling,Yap,Beauty Therapist,"No. 5, Jalan 18/17",George Town,Pulau Pinang,10100,1985-02-13,Female,ling.89@glowbeauty.com.my,010-6248846,2018-02-24,Active
90,4,Hannah,binti Zainal,Sales Assistant,"No. 30, Jalan 12/14",George Town,Pulau Pinang,10100,1991-03-17,Female,hannah.90@glowbeauty.com.my,010-4148740,2018-03-15,Resigned
91,4,Anisa,binti Hassan,Receptionist,"No. 114, Jalan 12/27",George Town,Pulau Pinang,10100,1993-06-21,Female,anisa.91@glowbeauty.com.my,010-2434470,2018-03-29,Active
92,4,Ling Ling,Liew,Receptionist,"No. 79, Jalan 1/24",George Town,Pulau Pinang,10100,1998-06-17,Female,ling.92@glowbeauty.com.my,014-5013623,2018-04-27,Active
93,4,Rachel,Foo,Beauty Therapist,"No. 212, Jalan 2/5",George Town,Pulau Pinang,10100,1989-12-22,Female,rachel.93@glowbeauty.com.my,019-3269945,2018-05-01,Active
94,4,Daniel,Chan,Beauty Therapist,"No. 189, Jalan 1/30",George Town,Pulau Pinang,10100,1980-10-12,Male,daniel.94@glowbeauty.com.my,011-1718795,2018-05-06,Active
95,4,Hafiz,bin Ahmad,Beauty Therapist,"No. 135, Jalan 2/19",George Town,Pulau Pinang,10100,1984-05-26,Male,hafiz.95@glowbeauty.com.my,016-7620999,2018-11-03,Active
96,4,Faizal,bin Yusof,Beauty Therapist,"No. 85, Jalan 1/19",George Town,Pulau Pinang,10100,1997-11-15,Male,faizal.96@glowbeauty.com.my,013-2386291,2019-03-14,Active
97,4,Michelle,Tan,Beauty Therapist,"No. 208, Jalan 7/19",George Town,Pulau Pinang,10100,1990-08-07,Female,michelle.97@glowbeauty.com.my,019-8513271,2019-08-14,Active
98,4,Kavitha,a/p Krishnan,Beauty Therapist,"No. 51, Jalan 1/28",George Town,Pulau Pinang,10100,1988-05-20,Female,kavitha.98@glowbeauty.com.my,016-9474081,2022-01-27,Active
99,4,Haziq,bin Ahmad,Cashier,"No. 36, Jalan 5/21",George Town,Pulau Pinang,10100,1990-12-28,Male,haziq.99@glowbeauty.com.my,010-3183329,2022-05-23,Active
100,5,Farah,binti Ismail,Branch Manager,"No. 14, Jalan 1/7",Melaka,Melaka,75000,1982-04-12,Female,farah.100@glowbeauty.com.my,012-9760769,2018-07-11,Active
101,5,Arjun,a/l Subramaniam,Beauty Therapist,"No. 168, Jalan 19/25",Melaka,Melaka,75000,1995-04-23,Male,arjun.101@glowbeauty.com.my,018-2251093,2018-08-06,Active
102,5,Aisyah,binti Hassan,Beauty Therapist,"No. 207, Jalan 10/15",Melaka,Melaka,75000,1996-11-28,Female,aisyah.102@glowbeauty.com.my,011-4976156,2018-08-19,Active
103,5,Wan Ying,Teoh,Senior Therapist,"No. 169, Jalan 3/29",Melaka,Melaka,75000,1990-03-15,Female,wan.103@glowbeauty.com.my,015-7682220,2018-08-21,Active
104,5,Aiman,bin Razak,Cashier,"No. 92, Jalan 19/25",Melaka,Melaka,75000,1999-02-11,Male,aiman.104@glowbeauty.com.my,013-1477273,2018-09-06,Resigned
105,5,Emily,Ong,Beauty Therapist,"No. 138, Jalan 15/13",Melaka,Melaka,75000,1991-09-03,Female,emily.105@glowbeauty.com.my,017-3377698,2018-10-17,Active
106,5,Michelle,Lim,Beauty Therapist,"No. 37, Jalan 20/10",Melaka,Melaka,75000,1985-05-16,Female,michelle.106@glowbeauty.com.my,013-8192430,2018-10-25,Resigned
107,5,Nurin,binti Rahman,Senior Therapist,"No. 26, Jalan 2/4",Melaka,Melaka,75000,1979-08-15,Female,nurin.107@glowbeauty.com.my,010-9919646,2018-11-03,Active
108,5,Balqis,binti Ahmad,Beauty Therapist,"No. 127, Jalan 12/14",Melaka,Melaka,75000,1988-10-02,Female,balqis.108@glowbeauty.com.my,015-2474898,2018-11-05,Active
109,5,Thivya,a/p Ramasamy,Sales Assistant,"No. 78, Jalan 17/23",Melaka,Melaka,75000,1998-11-28,Female,thivya.109@glowbeauty.com.my,013-7694245,2018-12-01,Active
110,5,Danial,bin Zainal,Beauty Therapist,"No. 45, Jalan 9/30",Melaka,Melaka,75000,1991-11-21,Male,danial.110@glowbeauty.com.my,012-5525766,2019-01-21,Active
111,5,Thivya,a/p Muniandy,Sales Assistant,"No. 191, Jalan 11/21",Melaka,Melaka,75000,1989-01-06,Female,thivya.111@glowbeauty.com.my,014-2009943,2019-01-23,Active
112,5,Hannah,binti Ismail,Receptionist,"No. 71, Jalan 11/28",Melaka,Melaka,75000,1994-04-26,Female,hannah.112@glowbeauty.com.my,014-4959439,2019-04-16,Active
113,5,Hafiz,bin Yusof,Beauty Therapist,"No. 7, Jalan 6/2",Melaka,Melaka,75000,1995-04-06,Male,hafiz.113@glowbeauty.com.my,013-9278489,2022-05-11,Active
114,5,Jia Yi,Tan,Beauty Therapist,"No. 176, Jalan 19/21",Melaka,Melaka,75000,1988-11-22,Female,jia.114@glowbeauty.com.my,019-5566913,2022-06-05,Active
115,6,Siti,binti Hamid,Branch Manager,"No. 214, Jalan 16/30",Shah Alam,Selangor,40100,1969-09-26,Female,siti.115@glowbeauty.com.my,018-7537651,2016-10-14,Active
116,6,Anisa,binti Zainal,Beauty Therapist,"No. 248, Jalan 20/28",Shah Alam,Selangor,40100,1985-09-06,Female,anisa.116@glowbeauty.com.my,018-8246495,2016-11-04,Active
117,6,Jia Yi,Khoo,Beauty Therapist,"No. 230, Jalan 5/25",Shah Alam,Selangor,40100,1997-10-27,Female,jia.117@glowbeauty.com.my,016-1956276,2016-11-05,Active
118,6,Thivya,a/p Krishnan,Senior Therapist,"No. 36, Jalan 19/18",Shah Alam,Selangor,40100,1977-02-14,Female,thivya.118@glowbeauty.com.my,011-3625468,2016-11-05,Active
119,6,Chloe,Cheah,Beauty Therapist,"No. 223, Jalan 15/4",Shah Alam,Selangor,40100,1984-06-16,Female,chloe.119@glowbeauty.com.my,014-4152001,2016-12-01,Active
120,6,Amelia,binti Ismail,Cashier,"No. 89, Jalan 2/22",Shah Alam,Selangor,40100,1991-06-15,Female,amelia.120@glowbeauty.com.my,015-1797050,2016-12-27,Active
121,6,Mei Ling,Sim,Receptionist,"No. 209, Jalan 20/26",Shah Alam,Selangor,40100,1996-11-07,Female,mei.121@glowbeauty.com.my,010-8033524,2017-01-07,Active
122,6,Rachel,Chan,Beauty Therapist,"No. 208, Jalan 6/21",Shah Alam,Selangor,40100,1983-07-28,Female,rachel.122@glowbeauty.com.my,016-6516119,2017-01-15,Active
123,6,Amirul,bin Rahman,Beauty Therapist,"No. 114, Jalan 9/15",Shah Alam,Selangor,40100,1995-03-11,Male,amirul.123@glowbeauty.com.my,015-2778403,2017-01-25,Active
124,6,Fatimah,binti Razak,Beauty Therapist,"No. 86, Jalan 1/4",Shah Alam,Selangor,40100,1975-07-02,Female,fatimah.124@glowbeauty.com.my,014-9513364,2017-02-09,Active
125,6,Emily,Chin,Beauty Therapist,"No. 120, Jalan 18/18",Shah Alam,Selangor,40100,1978-10-26,Female,emily.125@glowbeauty.com.my,010-6803478,2017-02-13,Active
126,6,Zulkifli,bin Razak,Senior Therapist,"No. 245, Jalan 16/1",Shah Alam,Selangor,40100,1981-08-20,Male,zulkifli.126@glowbeauty.com.my,015-6193488,2017-03-04,Active
127,6,Nabila,binti Hamid,Beauty Therapist,"No. 83, Jalan 11/20",Shah Alam,Selangor,40100,1990-12-07,Female,nabila.127@glowbeauty.com.my,011-8726757,2017-04-03,Resigned
128,6,Nurin,binti Hassan,Sales Assistant,"No. 101, Jalan 18/14",Shah Alam,Selangor,40100,1982-03-21,Female,nurin.128@glowbeauty.com.my,011-1502159,2018-01-01,Active
129,6,Jasmine,Wong,Sales Assistant,"No. 182, Jalan 2/2",Shah Alam,Selangor,40100,1989-04-25,Female,jasmine.129@glowbeauty.com.my,018-1335438,2018-05-28,Resigned
130,6,Priya,a/p Rajan,Receptionist,"No. 57, Jalan 12/1",Shah Alam,Selangor,40100,1995-04-17,Female,priya.130@glowbeauty.com.my,012-7046552,2019-01-26,Active
131,6,Siti,binti Ahmad,Sales Assistant,"No. 149, Jalan 5/14",Shah Alam,Selangor,40100,1993-02-14,Female,siti.131@glowbeauty.com.my,013-5045381,2019-03-25,Active
132,6,Mei Ling,Chong,Beauty Therapist,"No. 155, Jalan 13/7",Shah Alam,Selangor,40100,1984-10-25,Female,mei.132@glowbeauty.com.my,019-5962068,2019-08-23,Active
133,6,Rohani,binti Osman,Beauty Therapist,"No. 47, Jalan 19/9",Shah Alam,Selangor,40100,1999-08-20,Female,rohani.133@glowbeauty.com.my,016-6093063,2022-02-02,Active
134,6,Hannah,binti Yusof,Cashier,"No. 3, Jalan 16/14",Shah Alam,Selangor,40100,1995-07-08,Female,hannah.134@glowbeauty.com.my,010-1351438,2022-04-02,Active
135,6,Wan Ying,Wong,Beauty Therapist,"No. 246, Jalan 1/20",Shah Alam,Selangor,40100,1998-08-26,Female,wan.135@glowbeauty.com.my,018-3691774,2022-05-23,Active
136,7,Jian Ming,Chua,Branch Manager,"No. 220, Jalan 18/28",Klang,Selangor,41200,1970-01-22,Male,jian.136@glowbeauty.com.my,010-9222905,2017-02-18,Active
137,7,Meena,a/p Muniandy,Beauty Therapist,"No. 240, Jalan 1/14",Klang,Selangor,41200,1981-05-15,Female,meena.137@glowbeauty.com.my,016-1803453,2017-03-14,Resigned
138,7,Vanessa,Teoh,Senior Therapist,"No. 148, Jalan 5/11",Klang,Selangor,41200,1976-11-08,Female,vanessa.138@glowbeauty.com.my,015-9340489,2017-03-24,Active
139,7,Amelia,binti Abdullah,Sales Assistant,"No. 227, Jalan 1/22",Klang,Selangor,41200,1993-03-14,Female,amelia.139@glowbeauty.com.my,013-1410772,2017-03-26,Active
