cus_ID,cus_first_name,cus_last_name,cus_age,cus_gender,cus_phone,cus_DOB,cus_email,cus_loyalty_tier,cus_address_line,cus_city,cus_state,cus_postcode,cus_reg_date
32023,Rajesh,Wong,58,Male,015-4423762,1967-11-19,rajesh32023@gmail.com,Platinum,"No. 188, Jalan B11",Ipoh,Perak,85660,2025-12-04
32024,Rachel,a/p Subramaniam,21,Female,013-4677802,2004-03-14,rachel32024@gmail.com,Silver,"No. 156, Jalan E7",Ipoh,Perak,50140,2025-08-01
32025,Farah,a/l Subramaniam,41,Female,012-3257966,1984-07-13,farah32025@gmail.com,Bronze,"No. 61, Jalan F7",Petaling Jaya,Selangor,16261,2025-11-24
32026,Rajesh,Lee,39,Male,016-8825977,1986-05-08,rajesh32026@gmail.com,Silver,"No. 60, Jalan D11",Petaling Jaya,Selangor,69079,2025-06-04
32027,Ling Ling,Wong,32,Female,019-6680568,1993-02-27,ling32027@gmail.com,Gold,"No. 54, Jalan E1",Kuala Lumpur,Wilayah Persekutuan,94419,2025-03-03
32028,Pei Shan,bin Abdullah,29,Female,014-6316849,1995-10-28,pei32028@gmail.com,Gold,"No. 70, Jalan A15",Kuala Lumpur,Wilayah Persekutuan,77666,2025-05-14
32029,Mei Ling,a/p Subramaniam,31,Female,018-9696821,1994-04-28,mei32029@gmail.com,Bronze,"No. 182, Jalan F11",Kuala Lumpur,Wilayah Persekutuan,82083,2025-10-16
32030,Aisyah,Wong,18,Female,012-1862342,2007-04-04,aisyah32030@gmail.com,Silver,"No. 267, Jalan C4",Petaling Jaya,Selangor,28874,2025-04-10
32031,Pei Shan,Hassan,40,Female,016-9133267,1984-06-13,pei32031@gmail.com,Bronze,"No. 62, Jalan C7",Ipoh,Perak,31852,2025-04-20
32032,Zhi Wei,Tan,41,Male,012-6234116,1984-08-04,zhi32032@gmail.com,Bronze,"No. 74, Jalan A4",Kuala Lumpur,Wilayah Persekutuan,65021,2025-10-28
32033,Kavitha,Hassan,55,Female,014-3683722,1970-08-25,kavitha32033@gmail.com,Bronze,"No. 191, Jalan C2",Ipoh,Perak,98828,2025-09-11
32034,Amelia,bin Abdullah,49,Female,017-5811033,1975-11-21,amelia32034@gmail.com,Silver,"No. 288, Jalan F8",Melaka,Melaka,30974,2025-09-28
32035,Divya,Goh,47,Female,014-5311049,1977-08-05,divya32035@gmail.com,Bronze,"No. 21, Jalan G7",Johor Bahru,Johor,49332,2025-05-07
32036,Aisyah,binti Ismail,23,Female,015-6936154,2001-07-07,aisyah32036@gmail.com,Bronze,"No. 229, Jalan A16",Johor Bahru,Johor,77710,2025-03-13
32037,Wan Ying,Ong,54,Female,015-9707646,1970-08-15,wan32037@gmail.com,Bronze,"No. 291, Jalan G4",George Town,Pulau Pinang,98551,2025-03-22
32038,Amelia,Goh,44,Female,013-6855308,1981-03-17,amelia32038@gmail.com,Silver,"No. 5, Jalan E13",Petaling Jaya,Selangor,22778,2025-07-30
32039,Mei Ling,Sim,29,Female,019-7313457,1996-08-06,mei32039@gmail.com,Bronze,"No. 224, Jalan E15",Johor Bahru,Johor,74674,2025-10-27
32040,Suresh,binti Ismail,49,Male,010-1863213,1975-08-09,suresh32040@gmail.com,Silver,"No. 236, Jalan G19",George Town,Pulau Pinang,15130,2025-04-18
32041,Zarina,a/p Subramaniam,19,Female,017-1735039,2005-07-09,zarina32041@gmail.com,Silver,"No. 180, Jalan G15",Kuala Lumpur,Wilayah Persekutuan,98490,2025-04-28
32042,Sharmila,binti Ismail,19,Female,016-8620406,2006-06-16,sharmila32042@gmail.com,Bronze,"No. 47, Jalan D18",Kuala Lumpur,Wilayah Persekutuan,35184,2025-07-26
32043,Zarina,Hassan,19,Female,018-9488483,2006-04-27,zarina32043@gmail.com,Bronze,"No. 124, Jalan D9",Johor Bahru,Johor,62340,2025-10-24
32044,Nur Aina,Tan,42,Female,012-1677616,1983-02-18,nur32044@gmail.com,Gold,"No. 232, Jalan B20",Petaling Jaya,Selangor,60128,2025-08-05
32045,Mei Ling,Wong,57,Female,015-1784040,1967-09-23,mei32045@gmail.com,Bronze,"No. 91, Jalan E10",Johor Bahru,Johor,77030,2025-01-01
32046,Kavitha,bin Abdullah,33,Female,018-2764424,1991-12-08,kavitha32046@gmail.com,Bronze,"No. 288, Jalan C13",Petaling Jaya,Selangor,89559,2025-10-03
32047,Amirul,bin Abdullah,55,Male,012-8291407,1970-11-12,amirul32047@gmail.com,Silver,"No. 158, Jalan B16",Ipoh,Perak,99484,2025-11-19
32048,Chloe,a/l Subramaniam,57,Female,015-3805076,1968-03-19,chloe32048@gmail.com,Silver,"No. 68, Jalan C19",Ipoh,Perak,18251,2025-06-23
32049,Siti,Ong,23,Female,012-9584221,2002-11-05,siti32049@gmail.com,Gold,"No. 62, Jalan A4",Petaling Jaya,Selangor,88233,2025-11-28
32050,Nur Aina,Goh,55,Female,013-7362261,1969-11-12,nur32050@gmail.com,Silver,"No. 227, Jalan B14",Petaling Jaya,Selangor,38147,2025-01-05
32051,Kavitha,a/l Subramaniam,45,Female,013-7062217,1980-03-04,kavitha32051@gmail.com,Bronze,"No. 189, Jalan G1",Kuala Lumpur,Wilayah Persekutuan,38145,2025-09-04
32052,Rohani,a/p Subramaniam,54,Female,015-7154802,1970-10-22,rohani32052@gmail.com,Silver,"No. 281, Jalan D20",Kuala Lumpur,Wilayah Persekutuan,46168,2025-08-11
32053,Priya,Sim,20,Female,016-4737905,2004-12-21,priya32053@gmail.com,Bronze,"No. 265, Jalan A4",Johor Bahru,Johor,32674,2025-03-04
32054,Alia,a/p Subramaniam,54,Female,019-8195090,1970-12-09,alia32054@gmail.com,Silver,"No. 86, Jalan E13",George Town,Pulau Pinang,12251,2025-08-17
32055,Kavitha,Ong,54,Female,014-4019726,1971-06-25,kavitha32055@gmail.com,Bronze,"No. 154, Jalan G9",Ipoh,Perak,59174,2025-09-11
32056,Hui Min,Cheah,44,Female,011-9146113,1980-09-16,hui32056@gmail.com,Silver,"No. 223, Jalan D3",Petaling Jaya,Selangor,10334,2025-02-06
32057,Alia,Wong,25,Female,010-7120156,1999-04-02,alia32057@gmail.com,Bronze,"No. 216, Jalan F10",Petaling Jaya,Selangor,97260,2025-02-14
32058,Nurin,Rahman,20,Female,017-2435602,2005-01-03,nurin32058@gmail.com,Bronze,"No. 291, Jalan F5",Kuala Lumpur,Wilayah Persekutuan,11281,2025-01-25
32059,Kavitha,Hassan,33,Female,017-2932604,1992-02-19,kavitha32059@gmail.com,Bronze,"No. 44, Jalan B2",Petaling Jaya,Selangor,43187,2025-09-06
32060,Wan Ying,Lim,43,Female,016-1941074,1982-05-24,wan32060@gmail.com,Bronze,"No. 151, Jalan E18",Petaling Jaya,Selangor,76309,2025-08-10
32061,Chloe,Sim,21,Female,014-9842893,2004-02-09,chloe32061@gmail.com,Bronze,"No. 56, Jalan B8",Melaka,Melaka,88174,2025-04-05
32062,Amelia,Goh,20,Female,018-5863777,2004-08-24,amelia32062@gmail.com,Gold,"No. 155, Jalan A2",Johor Bahru,Johor,40654,2025-04-20
32063,Ling Ling,Rahman,39,Female,015-3449414,1985-09-11,ling32063@gmail.com,Silver,"No. 130, Jalan B16",Petaling Jaya,Selangor,95954,2025-03-11
32064,Anisa,bin Abdullah,21,Female,014-2732975,2004-04-11,anisa32064@gmail.com,Bronze,"No. 85, Jalan E8",Melaka,Melaka,21617,2025-05-30
32065,Nadia,Tan,33,Female,018-7851064,1992-09-21,nadia32065@gmail.com,Bronze,"No. 203, Jalan B16",Petaling Jaya,Selangor,51897,2025-10-14
32066,Siti,Rahman,28,Female,013-2195106,1997-04-07,siti32066@gmail.com,Bronze,"No. 83, Jalan A1",Kuala Lumpur,Wilayah Persekutuan,37759,2025-11-05
32067,Rachel,Sim,27,Female,010-1156513,1998-04-18,rachel32067@gmail.com,Bronze,"No. 56, Jalan F19",Ipoh,Perak,70528,2025-11-06
32068,Yee Ling,Wong,51,Female,019-4241551,1973-06-12,yee32068@gmail.com,Bronze,"No. 88, Jalan D16",Kuala Lumpur,Wilayah Persekutuan,26622,2025-04-30
32069,Wan Ying,Goh,49,Female,015-3721307,1975-08-22,wan32069@gmail.com,Silver,"No. 100, Jalan G4",George Town,Pulau Pinang,44149,2025-03-06
32070,Lakshmi,binti Ismail,57,Female,018-7964631,1967-11-14,lakshmi32070@gmail.com,Bronze,"No. 15, Jalan C20",George Town,Pulau Pinang,99158,2025-04-20
32071,Sharmila,a/p Subramaniam,54,Female,017-2481467,1970-10-19,sharmila32071@gmail.com,Bronze,"No. 187, Jalan B15",Petaling Jaya,Selangor,26846,2025-02-15
32072,Nurin,Chong,22,Female,012-4120766,2003-03-17,nurin32072@gmail.com,Bronze,"No. 55, Jalan B13",Petaling Jaya,Selangor,84671,2025-06-19
32073,Pei Shan,Tan,42,Female,019-5022753,1982-06-24,pei32073@gmail.com,Bronze,"No. 253, Jalan F19",Petaling Jaya,Selangor,45314,2025-02-26
32074,Nadia,Wong,30,Female,011-1251319,1994-06-24,nadia32074@gmail.com,Platinum,"No. 101, Jalan B9",Kuala Lumpur,Wilayah Persekutuan,23738,2025-06-10
32075,Aiman,Rahman,59,Male,013-6428598,1966-05-17,aiman32075@gmail.com,Bronze,"No. 21, Jalan G19",Johor Bahru,Johor,48464,2025-11-16
32076,Anisa,Tan,47,Female,016-8662010,1977-08-30,anisa32076@gmail.com,Silver,"No. 171, Jalan B19",Melaka,Melaka,12599,2025-01-17
32077,Wan Ying,Goh,60,Female,010-7185697,1965-07-27,wan32077@gmail.com,Bronze,"No. 272, Jalan G6",George Town,Pulau Pinang,18446,2025-11-25
32078,Zarina,a/p Subramaniam,37,Female,017-8215876,1987-01-23,zarina32078@gmail.com,Platinum,"No. 167, Jalan D19",Kuala Lumpur,Wilayah Persekutuan,48181,2025-01-03
32079,Aisyah,Lee,53,Female,018-3801223,1972-02-23,aisyah32079@gmail.com,Bronze,"No. 141, Jalan E12",Melaka,Melaka,20662,2025-08-23
32080,Chloe,bin Abdullah,27,Female,014-4225631,1997-08-11,chloe32080@gmail.com,Bronze,"No. 132, Jalan F20",Kuala Lumpur,Wilayah Persekutuan,75406,2025-01-29
32081,Mei Ling,Tan,21,Female,013-7839249,2004-11-06,mei32081@gmail.com,Silver,"No. 60, Jalan C18",Ipoh,Perak,35662,2025-12-14
32082,Nur Aina,bin Abdullah,33,Female,015-4838060,1992-08-09,nur32082@gmail.com,Bronze,"No. 283, Jalan E17",Ipoh,Perak,56332,2025-08-12
32083,Xin Yi,Tan,41,Female,019-2589597,1984-09-25,xin32083@gmail.com,Silver,"No. 106, Jalan B19",Petaling Jaya,Selangor,54489,2025-11-06
32084,Lakshmi,Lim,59,Female,012-5846737,1965-04-04,lakshmi32084@gmail.com,Silver,"No. 278, Jalan F17",Johor Bahru,Johor,46424,2025-03-18
32085,Sharmila,Rahman,25,Female,018-6147169,1999-09-13,sharmila32085@gmail.com,Bronze,"No. 123, Jalan B6",Melaka,Melaka,13169,2025-06-02
32086,Kavitha,a/l Subramaniam,30,Female,015-7311805,1995-05-07,kavitha32086@gmail.com,Platinum,"No. 5, Jalan E18",Melaka,Melaka,73489,2025-08-19
32087,Amelia,Sim,53,Female,011-4488523,1971-11-15,amelia32087@gmail.com,Bronze,"No. 114, Jalan E11",Melaka,Melaka,12457,2025-01-04
32088,Nadia,a/p Subramaniam,22,Female,013-6463491,2003-06-04,nadia32088@gmail.com,Gold,"No. 278, Jalan C15",Johor Bahru,Johor,16201,2025-11-15
32089,Suhaila,Tan,48,Female,019-1552885,1977-06-16,suhaila32089@gmail.com,Bronze,"No. 38, Jalan C13",Ipoh,Perak,67726,2025-10-13
32090,Jasmine,Ong,32,Female,018-9011010,1992-04-11,jasmine32090@gmail.com,Bronze,"No. 169, Jalan E1",Petaling Jaya,Selangor,77734,2025-01-20
32091,Kavitha,Sim,33,Female,018-4896466,1991-10-14,kavitha32091@gmail.com,Silver,"No. 14, Jalan A17",Kuala Lumpur,Wilayah Persekutuan,84018,2025-06-29
32092,Mei Ling,Ong,39,Female,016-5167694,1985-08-04,mei32092@gmail.com,Gold,"No. 17, Jalan A3",Johor Bahru,Johor,12862,2025-05-24
32093,Hui Min,Goh,50,Female,014-4540531,1974-10-27,hui32093@gmail.com,Bronze,"No. 163, Jalan G15",Kuala Lumpur,Wilayah Persekutuan,13402,2025-02-13
32094,Sharmila,Wong,22,Female,012-8135149,2002-12-14,sharmila32094@gmail.com,Silver,"No. 292, Jalan A11",Melaka,Melaka,92538,2025-07-04
32095,Lakshmi,Lee,33,Female,015-9277002,1991-10-20,lakshmi32095@gmail.com,Silver,"No. 220, Jalan E4",Ipoh,Perak,98269,2025-07-15
32096,Alia,bin Abdullah,21,Female,011-8244443,2003-06-13,alia32096@gmail.com,Silver,"No. 228, Jalan A9",Petaling Jaya,Selangor,47539,2025-05-21
32097,Jasmine,Ong,35,Female,015-2385227,1990-02-16,jasmine32097@gmail.com,Bronze,"No. 113, Jalan C1",Petaling Jaya,Selangor,74386,2025-04-17
32098,Anisa,Hassan,33,Female,012-1538716,1992-07-01,anisa32098@gmail.com,Bronze,"No. 162, Jalan F18",Kuala Lumpur,Wilayah Persekutuan,14345,2025-12-07
32099,Farah,Yeoh,45,Female,015-7756806,1979-11-28,farah32099@gmail.com,Gold,"No. 209, Jalan D1",Johor Bahru,Johor,24967,2025-09-29
32100,Rachel,Teoh,42,Female,010-4526335,1982-10-26,rachel32100@gmail.com,Silver,"No. 1, Jalan E12",George Town,Pulau Pinang,49511,2025-03-24
32101,Hui Min,Lee,40,Female,010-9692206,1984-05-25,hui32101@gmail.com,Gold,"No. 225, Jalan E13",Johor Bahru,Johor,96753,2025-02-28
32102,Jun Hao,Yeoh,30,Male,018-5261628,1995-02-11,jun32102@gmail.com,Bronze,"No. 158, Jalan G7",Ipoh,Perak,92744,2025-10-15
32103,Sharmila,Yeoh,34,Female,016-2469547,1990-12-26,sharmila32103@gmail.com,Bronze,"No. 142, Jalan F2",Kuala Lumpur,Wilayah Persekutuan,22439,2025-04-27
32104,Suhaila,Rahman,48,Female,012-5870411,1976-07-27,suhaila32104@gmail.com,Silver,"No. 84, Jalan E19",Ipoh,Perak,79364,2025-02-22
32105,Zarina,Ong,44,Female,017-3505781,1981-01-25,zarina32105@gmail.com,Bronze,"No. 174, Jalan F6",Petaling Jaya,Selangor,81403,2025-08-02
32106,Lakshmi,Yeoh,23,Female,019-1054702,2002-02-20,lakshmi32106@gmail.com,Bronze,"No. 223, Jalan F13",George Town,Pulau Pinang,65120,2025-04-10
32107,Siti,Goh,28,Female,015-4859921,1996-12-13,siti32107@gmail.com,Bronze,"No. 192, Jalan E11",Kuala Lumpur,Wilayah Persekutuan,47158,2025-09-15
32108,Suhaila,Rahman,33,Female,017-8075781,1992-01-30,suhaila32108@gmail.com,Bronze,"No. 71, Jalan D10",Petaling Jaya,Selangor,41035,2025-08-12
32109,Kavitha,Lim,33,Female,018-4946497,1992-06-13,kavitha32109@gmail.com,Bronze,"No. 74, Jalan C18",Ipoh,Perak,24592,2025-11-18
32110,Rachel,Teoh,34,Female,013-9384834,1991-06-11,rachel32110@gmail.com,Bronze,"No. 214, Jalan B8",Johor Bahru,Johor,27112,2025-09-24
32111,Kavitha,Teoh,20,Female,019-8326506,2005-04-23,kavitha32111@gmail.com,Bronze,"No. 279, Jalan D6",Kuala Lumpur,Wilayah Persekutuan,61873,2025-08-24
32112,Rohani,binti Ismail,50,Female,017-2328413,1975-04-28,rohani32112@gmail.com,Bronze,"No. 106, Jalan E14",George Town,Pulau Pinang,56893,2025-06-06
32113,Hui Min,Lim,30,Female,017-3808213,1994-07-08,hui32113@gmail.com,Bronze,"No. 269, Jalan D8",Kuala Lumpur,Wilayah Persekutuan,75372,2025-05-25
32114,Aisyah,Chong,18,Female,018-4802979,2006-07-27,aisyah32114@gmail.com,Silver,"No. 202, Jalan G20",George Town,Pulau Pinang,31855,2025-01-16
32115,Wan Ying,Yeoh,21,Female,013-7407856,2003-11-14,wan32115@gmail.com,Bronze,"No. 194, Jalan D15",Kuala Lumpur,Wilayah Persekutuan,59315,2025-02-08
32116,Kok Wai,binti Ismail,44,Male,014-5605902,1981-04-24,kok32116@gmail.com,Silver,"No. 23, Jalan F16",George Town,Pulau Pinang,89991,2025-12-03
32117,Hui Min,Rahman,21,Female,014-7801774,2003-12-12,hui32117@gmail.com,Silver,"No. 18, Jalan B20",Petaling Jaya,Selangor,35256,2025-04-03
32118,Lakshmi,Cheah,36,Female,011-8484886,1989-02-14,lakshmi32118@gmail.com,Silver,"No. 257, Jalan D16",Kuala Lumpur,Wilayah Persekutuan,85656,2025-06-09
32119,Mei Ling,Teoh,45,Female,012-8046128,1979-09-30,mei32119@gmail.com,Bronze,"No. 244, Jalan D3",Melaka,Melaka,40030,2025-01-27
32120,Nurin,Teoh,24,Female,016-4432848,2001-06-22,nurin32120@gmail.com,Bronze,"No. 225, Jalan D4",Ipoh,Perak,49820,2025-09-12
32121,Amirul,Yeoh,39,Male,016-2076489,1985-12-16,amirul32121@gmail.com,Platinum,"No. 171, Jalan G19",George Town,Pulau Pinang,40554,2025-01-04
32122,Jasmine,Yeoh,21,Female,014-7437019,2004-01-28,jasmine32122@gmail.com,Bronze,"No. 53, Jalan D1",Kuala Lumpur,Wilayah Persekutuan,50434,2025-08-14
32123,Kavitha,Lee,46,Female,013-1878291,1979-09-24,kavitha32123@gmail.com,Bronze,"No. 109, Jalan B16",Johor Bahru,Johor,58375,2025-10-06
32124,Xin Yi,Yeoh,47,Female,014-5581447,1977-07-14,xin32124@gmail.com,Bronze,"No. 137, Jalan D12",Johor Bahru,Johor,27174,2025-05-16
32125,Jasmine,bin Abdullah,43,Female,011-5822845,1981-12-06,jasmine32125@gmail.com,Silver,"No. 48, Jalan A16",Kuala Lumpur,Wilayah Persekutuan,13815,2025-05-31
32126,Pei Shan,Rahman,40,Female,016-7761424,1984-10-22,pei32126@gmail.com,Bronze,"No. 34, Jalan D4",Melaka,Melaka,22319,2025-03-04
32127,Hui Min,Lee,52,Female,011-6926488,1972-03-15,hui32127@gmail.com,Bronze,"No. 79, Jalan B12",Johor Bahru,Johor,40566,2025-01-16
32128,Pei Shan,Ong,34,Female,019-7748377,1991-01-25,pei32128@gmail.com,Silver,"No. 192, Jalan A1",Johor Bahru,Johor,42430,2025-09-15
32129,Priya,binti Ismail,42,Female,018-4172384,1982-07-05,priya32129@gmail.com,Bronze,"No. 282, Jalan F17",Melaka,Melaka,57163,2025-01-20
32130,Jasmine,Rahman,46,Female,017-7924253,1978-10-13,jasmine32130@gmail.com,Bronze,"No. 9, Jalan F6",Petaling Jaya,Selangor,40573,2025-01-16
32131,Lakshmi,binti Ismail,44,Female,016-1635292,1981-04-28,lakshmi32131@gmail.com,Silver,"No. 175, Jalan C8",Johor Bahru,Johor,35412,2025-10-03
32132,Chloe,Lim,27,Female,012-9871158,1997-12-17,chloe32132@gmail.com,Silver,"No. 231, Jalan F18",George Town,Pulau Pinang,41450,2025-10-04
32133,Kumar,Yeoh,25,Male,014-2557324,1999-04-03,kumar32133@gmail.com,Bronze,"No. 216, Jalan D15",Ipoh,Perak,27973,2025-02-02
32134,Nadia,Cheah,36,Female,010-9227057,1988-08-08,nadia32134@gmail.com,Silver,"No. 65, Jalan F19",Kuala Lumpur,Wilayah Persekutuan,52584,2025-03-13
32135,Amelia,Lee,21,Female,015-8772989,2004-01-08,amelia32135@gmail.com,Bronze,"No. 193, Jalan F8",Petaling Jaya,Selangor,83381,2025-11-03
32136,Zarina,Ong,29,Female,014-7470825,1995-03-09,zarina32136@gmail.com,Bronze,"No. 291, Jalan G5",Kuala Lumpur,Wilayah Persekutuan,87374,2025-01-13
32137,Rachel,Lim,40,Female,011-6545893,1984-05-16,rachel32137@gmail.com,Bronze,"No. 35, Jalan G15",Kuala Lumpur,Wilayah Persekutuan,35847,2025-02-04
32138,Nur Aina,binti Ismail,50,Female,019-3289266,1975-05-10,nur32138@gmail.com,Bronze,"No. 261, Jalan A2",Petaling Jaya,Selangor,95334,2025-11-21
32139,Alia,Cheah,25,Female,019-2393856,1999-12-17,alia32139@gmail.com,Silver,"No. 169, Jalan E7",Kuala Lumpur,Wilayah Persekutuan,75711,2025-09-01
32140,Siti,Lee,54,Female,017-1744974,1971-05-12,siti32140@gmail.com,Silver,"No. 223, Jalan C14",Kuala Lumpur,Wilayah Persekutuan,52912,2025-11-05
32141,Anisa,Wong,34,Female,016-9912518,1990-07-05,anisa32141@gmail.com,Bronze,"No. 184, Jalan C15",Ipoh,Perak,37785,2025-06-10
32142,Wan Ying,Rahman,54,Female,012-5073046,1970-10-11,wan32142@gmail.com,Gold,"No. 235, Jalan E15",Ipoh,Perak,26142,2025-10-07
32143,Haziq,Yeoh,58,Male,017-7514475,1967-02-11,haziq32143@gmail.com,Bronze,"No. 196, Jalan A15",Petaling Jaya,Selangor,58427,2025-07-23
32144,Mei Ling,a/l Subramaniam,39,Female,013-5397891,1985-08-19,mei32144@gmail.com,Silver,"No. 213, Jalan D10",Ipoh,Perak,78521,2025-02-02
32145,Yee Ling,a/l Subramaniam,44,Female,015-7067012,1980-08-13,yee32145@gmail.com,Bronze,"No. 252, Jalan B6",Johor Bahru,Johor,41481,2025-04-26
32146,Kavitha,Lee,31,Female,017-2448373,1994-04-02,kavitha32146@gmail.com,Silver,"No. 192, Jalan B2",Johor Bahru,Johor,30986,2025-09-09
32147,Pei Shan,a/l Subramaniam,55,Female,017-8251911,1970-06-04,pei32147@gmail.com,Bronze,"No. 29, Jalan D13",Petaling Jaya,Selangor,96160,2025-06-24
32148,Mei Ling,Sim,40,Female,011-5726816,1985-08-08,mei32148@gmail.com,Bronze,"No. 141, Jalan C2",Melaka,Melaka,31850,2025-11-07
32149,Aiman,Sim,31,Male,010-1491577,1993-07-25,aiman32149@gmail.com,Silver,"No. 239, Jalan B5",Johor Bahru,Johor,39607,2025-03-05
32150,Aiman,a/p Subramaniam,20,Male,017-6093218,2004-08-17,aiman32150@gmail.com,Bronze,"No. 180, Jalan E19",Ipoh,Perak,64454,2025-04-14
32151,Anisa,Sim,46,Female,015-9325822,1978-05-11,anisa32151@gmail.com,Bronze,"No. 190, Jalan E9",Kuala Lumpur,Wilayah Persekutuan,62809,2025-02-08
32152,Kavitha,Hassan,33,Female,019-1494964,1991-06-16,kavitha32152@gmail.com,Bronze,"No. 147, Jalan G13",Petaling Jaya,Selangor,66345,2025-05-27
32153,Nur Aina,Chong,51,Female,010-4874161,1973-11-10,nur32153@gmail.com,Bronze,"No. 111, Jalan C7",Kuala Lumpur,Wilayah Persekutuan,98171,2025-09-11
32154,Haziq,Lee,42,Male,011-5667166,1982-12-11,haziq32154@gmail.com,Bronze,"No. 109, Jalan C19",Johor Bahru,Johor,20063,2025-11-11
32155,Alia,a/l Subramaniam,18,Female,010-5671008,2006-09-15,alia32155@gmail.com,Bronze,"No. 74, Jalan D15",George Town,Pulau Pinang,56774,2025-01-01
32156,Priya,Teoh,48,Female,019-4977199,1976-11-24,priya32156@gmail.com,Silver,"No. 222, Jalan C7",Johor Bahru,Johor,30994,2025-04-09
32157,Zarina,Cheah,30,Female,013-9919069,1994-08-25,zarina32157@gmail.com,Silver,"No. 221, Jalan A10",Ipoh,Perak,69675,2025-01-07
32158,Wan Ying,Cheah,23,Female,014-9547101,2001-09-22,wan32158@gmail.com,Bronze,"No. 201, Jalan B5",Kuala Lumpur,Wilayah Persekutuan,90740,2025-09-12
32159,Suhaila,Hassan,36,Female,016-3309334,1988-12-30,suhaila32159@gmail.com,Platinum,"No. 69, Jalan F19",Melaka,Melaka,23045,2025-02-09
32160,Chloe,Rahman,32,Female,011-4734573,1992-10-09,chloe32160@gmail.com,Gold,"No. 47, Jalan G12",Kuala Lumpur,Wilayah Persekutuan,15177,2025-05-26
