cus_ID,cus_first_name,cus_last_name,cus_gender,cus_phone,cus_DOB,cus_email,cus_loyalty_tier,cus_address_line,cus_city,cus_state,cus_postcode,cus_reg_date
25916,Nabila,binti Abdullah,Female,010-2076175,1972-05-28,nabila25916@gmail.com,Bronze,"No. 161, Jalan E1",Johor Bahru,Johor,81100,2024-01-04
25917,Nabila,binti Hamid,Female,014-7806478,1963-03-16,nabila25917@gmail.com,Silver,"No. 61, Jalan E1",Johor Bahru,Johor,80000,2024-01-04
25918,Thivya,a/p Ramasamy,Female,011-3358205,1983-06-29,thivya25918@gmail.com,Silver,"No. 121, Jalan A6",George Town,Pulau Pinang,10250,2024-01-04
25919,Alia,binti Abdullah,Female,014-1601298,1971-01-04,alia25919@gmail.com,Bronze,"No. 294, Jalan E7",Melaka,Melaka,75350,2024-01-04
25920,Farah,binti Zainal,Female,012-7307507,1983-09-02,farah25920@gmail.com,Bronze,"No. 219, Jalan C6",Shah Alam,Selangor,40450,2024-01-04
25921,Fatimah,binti Abdullah,Female,015-6335684,1973-12-01,fatimah25921@gmail.com,Bronze,"No. 111, Jalan C8",Sungai Buloh,Selangor,47810,2024-01-04
25922,Xin Yi,Wong,Female,011-9181590,2000-01-25,xin25922@gmail.com,Bronze,"No. 203, Jalan G13",Puchong,Selangor,47130,2024-01-04
25923,Aina,binti Zainal,Female,012-1453020,1999-10-14,aina25923@gmail.com,Bronze,"No. 86, Jalan D16",Kepong,Federal Territory of Kuala Lumpur,52000,2024-01-04
25924,Fatimah,binti Abdullah,Female,018-1068895,1993-08-20,fatimah25924@gmail.com,Bronze,"No. 153, Jalan A19",Wangsa Maju,Federal Territory of Kuala Lumpur,53100,2024-01-04
25925,Alia,binti Hassan,Female,017-7719297,1998-03-17,alia25925@gmail.com,Gold,"No. 126, Jalan G6",Kuala Lumpur,Federal Territory of Kuala Lumpur,59000,2024-01-04
25926,Jia Yi,Ong,Female,010-3481363,1971-03-25,jia25926@gmail.com,Silver,"No. 5, Jalan A14",Subang Jaya,Selangor,47610,2024-01-04
25927,Zarina,binti Yusof,Female,017-1706272,1991-08-07,zarina25927@gmail.com,Bronze,"No. 57, Jalan G10",Gombak,Selangor,68100,2024-01-04
25928,Vanessa,Cheah,Female,011-6468424,2001-01-01,vanessa25928@gmail.com,Silver,"No. 85, Jalan G1",Gombak,Selangor,53100,2024-01-04
25929,Anjali,a/p Subramaniam,Female,011-3606186,2005-11-19,anjali25929@gmail.com,Silver,"No. 294, Jalan C1",Ipoh,Perak,30200,2024-01-04
25930,Chloe,Chong,Female,017-7172803,1980-10-07,chloe25930@gmail.com,Silver,"No. 217, Jalan B7",Seremban,Negeri Sembilan,70000,2024-01-04
25931,Kavitha,a/p Subramaniam,Female,018-6092481,1967-02-28,kavitha25931@gmail.com,Bronze,"No. 165, Jalan A17",Seremban,Negeri Sembilan,70500,2024-01-04
25932,Shalini,a/p Muniandy,Female,012-6416897,1984-11-04,shalini25932@gmail.com,Bronze,"No. 109, Jalan F20",Kuala Lumpur,Federal Territory of Kuala Lumpur,50450,2024-01-05
25933,Alia,binti Rahman,Female,010-9368197,1963-07-03,alia25933@gmail.com,Bronze,"No. 14, Jalan C5",Kuantan,Pahang,25150,2024-01-05
25934,Amelia,binti Hamid,Female,019-7726077,1989-03-29,amelia25934@gmail.com,Silver,"No. 246, Jalan D4",Petaling Jaya,Selangor,47400,2024-01-05
25935,Emily,Ng,Female,015-3324307,2000-01-22,emily25935@gmail.com,Silver,"No. 263, Jalan F11",Petaling Jaya,Selangor,46200,2024-01-05
25936,Daniel,Chua,Male,019-3934067,1974-05-03,daniel25936@gmail.com,Silver,"No. 214, Jalan D20",Subang Jaya,Selangor,47650,2024-01-05
25937,Jian Ming,Sim,Male,016-9777721,1994-10-26,jian25937@gmail.com,Silver,"No. 5, Jalan C13",George Town,Pulau Pinang,10100,2024-01-05
25938,Hannah,binti Zainal,Female,010-8184594,1967-03-19,hannah25938@gmail.com,Gold,"No. 39, Jalan F11",Butterworth,Pulau Pinang,12200,2024-01-05
25939,Deepa,a/p Ramasamy,Female,015-5452186,1982-05-29,deepa25939@gmail.com,Silver,"No. 114, Jalan A4",George Town,Pulau Pinang,10000,2024-01-05
25940,Michelle,Loh,Female,018-6852550,1999-09-29,michelle25940@gmail.com,Bronze,"No. 260, Jalan D2",Melaka,Melaka,75000,2024-01-05
25941,Wei Jie,Yap,Male,012-7032855,1982-04-05,wei25941@gmail.com,Bronze,"No. 219, Jalan B3",Shah Alam,Selangor,40460,2024-01-05
25942,Emily,Chin,Female,012-8475064,1990-07-10,emily25942@gmail.com,Silver,"No. 29, Jalan E10",Shah Alam,Selangor,40000,2024-01-05
25943,Nurin,binti Razak,Female,012-2418268,1963-06-15,nurin25943@gmail.com,Bronze,"No. 210, Jalan C16",Puchong,Selangor,47170,2024-01-05
25944,Anisa,binti Yusof,Female,013-5056583,1989-12-04,anisa25944@gmail.com,Silver,"No. 83, Jalan B19",Selayang,Selangor,68000,2024-01-05
25945,Hafiz,bin Hassan,Male,011-8271089,1988-10-10,hafiz25945@gmail.com,Bronze,"No. 112, Jalan C1",Selayang,Selangor,68100,2024-01-05
25946,Siti,binti Ismail,Female,015-9531287,1972-07-26,siti25946@gmail.com,Bronze,"No. 294, Jalan F11",Klang,Selangor,41250,2024-01-05
25947,Chloe,Khoo,Female,016-7801410,1975-06-04,chloe25947@gmail.com,Bronze,"No. 267, Jalan D6",Wangsa Maju,Federal Territory of Kuala Lumpur,53100,2024-01-05
25948,Sharmila,a/p Rajan,Female,018-2007073,1976-01-06,sharmila25948@gmail.com,Bronze,"No. 119, Jalan A5",Johor Bahru,Johor,80000,2024-01-05
25949,Nurin,binti Zainal,Female,018-4872448,1997-04-09,nurin25949@gmail.com,Gold,"No. 160, Jalan F10",Johor Bahru,Johor,81100,2024-01-05
25950,Alia,binti Razak,Female,018-1588840,1989-12-24,alia25950@gmail.com,Gold,"No. 196, Jalan E19",Seremban,Negeri Sembilan,70000,2024-01-05
25951,Yasmin,binti Yusof,Female,011-2840163,1997-12-21,yasmin25951@gmail.com,Bronze,"No. 133, Jalan B19",Kuala Lumpur,Federal Territory of Kuala Lumpur,58000,2024-01-06
25952,Prakash,a/l Maniam,Male,014-4347091,1975-11-22,prakash25952@gmail.com,Bronze,"No. 11, Jalan A19",Sungai Buloh,Selangor,47000,2024-01-06
25953,Grace,Liew,Female,015-9239319,1977-04-25,grace25953@gmail.com,Bronze,"No. 164, Jalan D5",George Town,Pulau Pinang,10100,2024-01-06
25954,Jun Hao,Ong,Male,012-1778912,1977-09-03,jun25954@gmail.com,Silver,"No. 268, Jalan C14",Setapak,Federal Territory of Kuala Lumpur,53000,2024-01-06
25955,Siti,binti Hassan,Female,012-3971433,2002-01-30,siti25955@gmail.com,Bronze,"No. 142, Jalan C14",Melaka,Melaka,75300,2024-01-06
25956,Hannah,binti Hassan,Female,013-5481182,1979-02-14,hannah25956@gmail.com,Silver,"No. 111, Jalan C14",Melaka,Melaka,75300,2024-01-06
25957,Yasmin,binti Razak,Female,015-4755402,1978-07-04,yasmin25957@gmail.com,Bronze,"No. 210, Jalan D8",Shah Alam,Selangor,40000,2024-01-06
25958,Siti,binti Razak,Female,011-8862797,1993-05-11,siti25958@gmail.com,Bronze,"No. 62, Jalan C12",Klang,Selangor,41150,2024-01-06
25959,Faizal,bin Hamid,Male,011-7113248,2002-11-27,faizal25959@gmail.com,Platinum,"No. 189, Jalan G2",Sungai Buloh,Selangor,47000,2024-01-06
25960,Nabila,binti Zainal,Female,016-1132003,1998-03-05,nabila25960@gmail.com,Silver,"No. 58, Jalan A2",Sungai Buloh,Selangor,47810,2024-01-06
25961,Firdaus,bin Ahmad,Male,010-9713804,1963-04-29,firdaus25961@gmail.com,Silver,"No. 269, Jalan C3",Puchong,Selangor,47130,2024-01-06
25962,Thivya,a/p Subramaniam,Female,012-3991023,1998-11-14,thivya25962@gmail.com,Silver,"No. 194, Jalan A17",Setapak,Federal Territory of Kuala Lumpur,53100,2024-01-06
25963,Suhaila,binti Zainal,Female,011-4749233,2001-06-28,suhaila25963@gmail.com,Silver,"No. 113, Jalan E11",Taiping,Perak,34000,2024-01-06
25964,Divya,a/p Krishnan,Female,016-4869572,1992-04-09,divya25964@gmail.com,Bronze,"No. 4, Jalan D1",Seremban,Negeri Sembilan,70400,2024-01-06
25965,Aina,binti Abdullah,Female,019-5140350,1972-02-06,aina25965@gmail.com,Bronze,"No. 219, Jalan A19",Johor Bahru,Johor,81100,2024-01-06
25966,Lakshmi,a/p Rajan,Female,013-1974654,1965-02-24,lakshmi25966@gmail.com,Bronze,"No. 34, Jalan B18",Cyberjaya,Selangor,63100,2024-01-06
25967,Sze Min,Liew,Female,016-4025847,2002-10-23,sze25967@gmail.com,Silver,"No. 192, Jalan C18",Bukit Jalil,Federal Territory of Kuala Lumpur,58200,2024-01-07
25968,Meena,a/p Subramaniam,Female,017-2995059,1996-12-01,meena25968@gmail.com,Silver,"No. 179, Jalan E14",Kuala Lumpur,Federal Territory of Kuala Lumpur,58000,2024-01-07
25969,Priya,a/p Rajan,Female,014-2705361,1980-07-14,priya25969@gmail.com,Bronze,"No. 299, Jalan A6",Kuala Lumpur,Federal Territory of Kuala Lumpur,55100,2024-01-07
25970,Emily,Yeoh,Female,010-8725864,1988-10-19,emily25970@gmail.com,Bronze,"No. 28, Jalan F15",Kuala Lumpur,Federal Territory of Kuala Lumpur,50480,2024-01-07
25971,Li Wen,Foo,Female,012-7652016,1986-09-30,li25971@gmail.com,Bronze,"No. 15, Jalan G4",Wangsa Maju,Federal Territory of Kuala Lumpur,53200,2024-01-07
25972,Wan Ying,Yap,Female,018-1602009,1982-05-17,wan25972@gmail.com,Bronze,"No. 128, Jalan D12",Petaling Jaya,Selangor,47300,2024-01-07
25973,Alia,binti Osman,Female,011-4864459,1999-08-31,alia25973@gmail.com,Bronze,"No. 35, Jalan F12",Petaling Jaya,Selangor,46200,2024-01-07
25974,Nabila,binti Hamid,Female,017-2128160,1993-02-11,nabila25974@gmail.com,Platinum,"No. 241, Jalan C8",Petaling Jaya,Selangor,46050,2024-01-07
25975,Faizal,bin Rahman,Male,013-7771212,1976-02-20,faizal25975@gmail.com,Bronze,"No. 249, Jalan E8",Petaling Jaya,Selangor,47300,2024-01-07
25976,Balqis,binti Ahmad,Female,015-9822019,2001-01-24,balqis25976@gmail.com,Platinum,"No. 214, Jalan F16",Johor Bahru,Johor,80200,2024-01-07
25977,Michelle,Ng,Female,019-2847668,1970-09-25,michelle25977@gmail.com,Bronze,"No. 255, Jalan F9",Klang,Selangor,41050,2024-01-07
25978,Xin Yi,Chua,Female,011-9505749,1977-10-03,xin25978@gmail.com,Bronze,"No. 233, Jalan B4",Klang,Selangor,41200,2024-01-07
25979,Kavitha,a/p Subramaniam,Female,015-9075006,1970-07-23,kavitha25979@gmail.com,Platinum,"No. 246, Jalan B18",Klang,Selangor,41100,2024-01-07
25980,Amelia,binti Zainal,Female,010-4885059,1994-07-20,amelia25980@gmail.com,Bronze,"No. 296, Jalan A7",Puchong,Selangor,47110,2024-01-07
25981,Nurin,binti Ahmad,Female,019-3495723,1992-09-02,nurin25981@gmail.com,Bronze,"No. 219, Jalan D6",Puchong,Selangor,47150,2024-01-07
25982,Nabila,binti Osman,Female,012-8779960,1999-01-08,nabila25982@gmail.com,Silver,"No. 256, Jalan E20",Selayang,Selangor,68000,2024-01-07
25983,Fatimah,binti Rahman,Female,013-1533031,1978-02-23,fatimah25983@gmail.com,Silver,"No. 156, Jalan A16",Rawang,Selangor,48000,2024-01-07
25984,Wan Ying,Cheah,Female,017-7237730,1983-02-08,wan25984@gmail.com,Silver,"No. 131, Jalan G8",Setapak,Federal Territory of Kuala Lumpur,53100,2024-01-07
25985,Li Wen,Tan,Female,010-4773365,1970-10-23,li25985@gmail.com,Silver,"No. 64, Jalan G13",Wangsa Maju,Federal Territory of Kuala Lumpur,53200,2024-01-07
25986,Siti,binti Rahman,Female,013-9764117,1967-07-20,siti25986@gmail.com,Bronze,"No. 291, Jalan B11",Wangsa Maju,Federal Territory of Kuala Lumpur,53300,2024-01-07
25987,Vanessa,Ong,Female,011-3364088,1996-07-14,vanessa25987@gmail.com,Silver,"No. 141, Jalan B6",Ampang,Selangor,55100,2024-01-07
25988,Li Wen,Khoo,Female,018-9726251,1983-06-11,li25988@gmail.com,Silver,"No. 48, Jalan D4",Rawang,Selangor,48000,2024-01-07
25989,Zarina,binti Abdullah,Female,012-5284055,1965-12-13,zarina25989@gmail.com,Silver,"No. 279, Jalan F10",Seremban,Negeri Sembilan,70300,2024-01-07
25990,Balqis,binti Hassan,Female,017-6509880,2002-04-01,balqis25990@gmail.com,Bronze,"No. 193, Jalan A11",Kuala Lumpur,Federal Territory of Kuala Lumpur,57000,2024-01-07
25991,Yasmin,binti Ismail,Female,012-4725204,1968-05-10,yasmin25991@gmail.com,Bronze,"No. 212, Jalan A7",Kuala Lumpur,Federal Territory of Kuala Lumpur,55200,2024-01-08
25992,Jasmine,Cheah,Female,019-5338762,1972-08-19,jasmine25992@gmail.com,Gold,"No. 129, Jalan C2",Petaling Jaya,Selangor,46200,2024-01-08
25993,Suhaila,binti Yusof,Female,014-2443244,1985-05-26,suhaila25993@gmail.com,Bronze,"No. 145, Jalan G4",Petaling Jaya,Selangor,47800,2024-01-08
25994,Amelia,binti Osman,Female,012-1414415,1966-07-11,amelia25994@gmail.com,Bronze,"No. 257, Jalan D2",Selayang,Selangor,68000,2024-01-08
25995,Sharmila,a/p Subramaniam,Female,014-3860087,1963-07-03,sharmila25995@gmail.com,Bronze,"No. 284, Jalan E14",Johor Bahru,Johor,80000,2024-01-08
25996,Hannah,binti Ahmad,Female,017-4186724,1980-11-15,hannah25996@gmail.com,Bronze,"No. 113, Jalan B15",George Town,Pulau Pinang,10200,2024-01-08
25997,Ling Ling,Chua,Female,013-9734127,2004-11-11,ling25997@gmail.com,Bronze,"No. 78, Jalan A17",Subang Jaya,Selangor,47600,2024-01-08
25998,Grace,Chua,Female,011-5946995,1976-03-15,grace25998@gmail.com,Gold,"No. 70, Jalan B16",Kepong,Federal Territory of Kuala Lumpur,52100,2024-01-08
25999,Zarina,binti Abdullah,Female,015-4283380,1977-03-28,zarina25999@gmail.com,Bronze,"No. 44, Jalan F9",Wangsa Maju,Federal Territory of Kuala Lumpur,53200,2024-01-08
26000,Grace,Chua,Female,012-3475152,1969-10-13,grace26000@gmail.com,Bronze,"No. 246, Jalan C13",Wangsa Maju,Federal Territory of Kuala Lumpur,53200,2024-01-08
26001,Pei Shan,Cheah,Female,015-3518057,1995-12-10,pei26001@gmail.com,Bronze,"No. 76, Jalan B8",Subang Jaya,Selangor,47600,2024-01-08
26002,Nadia,binti Abdullah,Female,017-1338920,1988-04-11,nadia26002@gmail.com,Bronze,"No. 66, Jalan D20",Kuala Lumpur,Federal Territory of Kuala Lumpur,56000,2024-01-09
26003,Nadia,binti Hassan,Female,013-6419386,1990-07-01,nadia26003@gmail.com,Bronze,"No. 144, Jalan B8",Sungai Buloh,Selangor,47820,2024-01-09
26004,Izzati,binti Razak,Female,014-5403104,1967-10-23,izzati26004@gmail.com,Bronze,"No. 268, Jalan F13",Petaling Jaya,Selangor,47810,2024-01-09
26005,Adam,bin Ismail,Male,012-6185859,1976-04-04,adam26005@gmail.com,Bronze,"No. 239, Jalan B12",Johor Bahru,Johor,80300,2024-01-09
26006,Alia,binti Ahmad,Female,010-1891159,1992-09-23,alia26006@gmail.com,Silver,"No. 17, Jalan B1",George Town,Pulau Pinang,10050,2024-01-09
26007,Nurin,binti Yusof,Female,018-1398048,1973-03-03,nurin26007@gmail.com,Silver,"No. 181, Jalan F5",Puchong,Selangor,47150,2024-01-09
26008,Wei Jie,Lim,Male,019-4478213,1992-10-05,wei26008@gmail.com,Bronze,"No. 195, Jalan E13",Gombak,Selangor,53000,2024-01-09
26009,Balqis,binti Ismail,Female,010-2235352,2004-06-08,balqis26009@gmail.com,Bronze,"No. 194, Jalan C2",Rawang,Selangor,48020,2024-01-09
26010,Rohani,binti Ismail,Female,014-2124957,1983-09-29,rohani26010@gmail.com,Gold,"No. 254, Jalan F8",Bukit Jalil,Federal Territory of Kuala Lumpur,58200,2024-01-09
26011,Zarina,binti Hassan,Female,019-7555016,2005-05-18,zarina26011@gmail.com,Silver,"No. 248, Jalan B15",Kepong,Federal Territory of Kuala Lumpur,52000,2024-01-10
26012,Rachel,Sim,Female,017-2654484,2002-02-02,rachel26012@gmail.com,Silver,"No. 141, Jalan C12",Kuala Lumpur,Federal Territory of Kuala Lumpur,56000,2024-01-10
26013,Michelle,Yap,Female,013-8726413,2002-07-09,michelle26013@gmail.com,Bronze,"No. 253, Jalan C11",Kuala Lumpur,Federal Territory of Kuala Lumpur,58000,2024-01-10
26014,Sze Min,Ong,Female,018-5737960,2002-12-29,sze26014@gmail.com,Silver,"No. 199, Jalan D14",Kuala Lumpur,Federal Territory of Kuala Lumpur,55100,2024-01-10
26015,Kok Wai,Ong,Male,011-2548468,1982-04-21,kok26015@gmail.com,Bronze,"No. 245, Jalan F17",Kuala Lumpur,Federal Territory of Kuala Lumpur,59000,2024-01-10
26016,Shalini,a/p Ramasamy,Female,012-8336430,1968-12-26,shalini26016@gmail.com,Silver,"No. 135, Jalan B2",Petaling Jaya,Selangor,47300,2024-01-10
26017,Zarina,binti Rahman,Female,018-2572591,1982-03-27,zarina26017@gmail.com,Gold,"No. 91, Jalan C5",Petaling Jaya,Selangor,46100,2024-01-10
26018,Divya,a/p Rajan,Female,017-5230143,1993-02-18,divya26018@gmail.com,Bronze,"No. 291, Jalan F15",Kulai,Johor,81030,2024-01-10
26019,Wei Jie,Cheah,Male,011-4438589,1995-04-28,wei26019@gmail.com,Bronze,"No. 66, Jalan G7",Butterworth,Pulau Pinang,13700,2024-01-10
26020,Kavitha,a/p Krishnan,Female,017-8143933,1964-10-04,kavitha26020@gmail.com,Bronze,"No. 36, Jalan F19",Melaka,Melaka,75200,2024-01-10
26021,Meena,a/p Rajan,Female,017-2292764,2002-09-04,meena26021@gmail.com,Silver,"No. 215, Jalan C20",Puchong,Selangor,47160,2024-01-10
26022,Izzati,binti Zainal,Female,018-8711664,2003-06-25,izzati26022@gmail.com,Bronze,"No. 42, Jalan C18",Puchong,Selangor,47130,2024-01-10
26023,Xin Yi,Cheah,Female,016-1041467,1999-03-08,xin26023@gmail.com,Bronze,"No. 184, Jalan F16",Setapak,Federal Territory of Kuala Lumpur,53100,2024-01-10
26024,Kai Xin,Tan,Female,015-3796581,1976-11-14,kai26024@gmail.com,Bronze,"No. 275, Jalan D11",Setapak,Federal Territory of Kuala Lumpur,53100,2024-01-10
26025,Daniel,Lee,Male,012-5073371,1997-05-18,daniel26025@gmail.com,Gold,"No. 189, Jalan C19",Setapak,Federal Territory of Kuala Lumpur,53200,2024-01-10
26026,Nurin,binti Hamid,Female,011-1880154,1970-11-02,nurin26026@gmail.com,Silver,"No. 5, Jalan B15",Kuala Lumpur,Federal Territory of Kuala Lumpur,56000,2024-01-11
